Trackline 	 BlockID  	 EntrySignal 	 ExitSignal 	 BlockStartX[Km] 	BlockEndX[Km] 	 topologypartID 	 TopoPartStartX[Km] 	TopoPartEndX[Km] 	 length 	 gradient 	 curve 	 speedlimit
0	@53-B0@	Sign_15.610_tr_0	Sign_15.910_tr_0	15.610000	15.910000	@53-B0@-2	15.675000	15.910000	0.235000	-0.020000	500.000000	16.666667
0	@54-B0@	Sign_15.910_tr_0	Sign_16.210_tr_0	15.910000	16.210000	@54-B0@-0	15.910000	15.944000	0.034000	-0.020000	500.000000	16.666667
0	@54-B0@	Sign_15.910_tr_0	Sign_16.210_tr_0	15.910000	16.210000	@54-B0@-1	15.944000	15.962000	0.018000	-0.020000	10000.000000	16.666667
0	@54-B0@	Sign_15.910_tr_0	Sign_16.210_tr_0	15.910000	16.210000	@54-B0@-2	15.962000	16.107000	0.145000	-0.017000	10000.000000	16.666667
0	@54-B0@	Sign_15.910_tr_0	Sign_16.210_tr_0	15.910000	16.210000	@54-B0@-3	16.107000	16.117000	0.010000	-0.017000	10000.000000	8.333333
0	@54-B0@	Sign_15.910_tr_0	Sign_16.210_tr_0	15.910000	16.210000	@54-B0@-4	16.117000	16.210000	0.093000	-0.017000	10000.000000	16.666667
0	@55-B0@	Sign_16.210_tr_0	Sign_16.510_tr_0	16.210000	16.510000	@55-B0@-0	16.210000	16.298000	0.088000	-0.017000	10000.000000	16.666667
0	@55-B0@	Sign_16.210_tr_0	Sign_16.510_tr_0	16.210000	16.510000	@55-B0@-1	16.298000	16.308000	0.010000	-0.017000	10000.000000	8.333333
0	@55-B0@	Sign_16.210_tr_0	Sign_16.510_tr_0	16.210000	16.510000	@55-B0@-2	16.308000	16.510000	0.202000	-0.017000	10000.000000	16.666667
0	@56-B0@	Sign_16.510_tr_0	Sign_16.810_tr_0	16.510000	16.810000	@56-B0@-0	16.510000	16.575000	0.065000	-0.017000	10000.000000	16.666667
0	@56-B0@	Sign_16.510_tr_0	Sign_16.810_tr_0	16.510000	16.810000	@56-B0@-1	16.575000	16.712000	0.137000	-0.017000	600.000000	16.666667
0	@56-B0@	Sign_16.510_tr_0	Sign_16.810_tr_0	16.510000	16.810000	@56-B0@-2	16.712000	16.735000	0.023000	-0.020000	600.000000	16.666667
0	@56-B0@	Sign_16.510_tr_0	Sign_16.810_tr_0	16.510000	16.810000	@56-B0@-3	16.735000	16.810000	0.075000	-0.020000	10000.000000	16.666667
0	@57-B0@	Sign_16.810_tr_0	Sign_17.110_tr_0	16.810000	17.110000	@57-B0@-0	16.810000	16.988000	0.178000	-0.020000	10000.000000	16.666667
0	@57-B0@	Sign_16.810_tr_0	Sign_17.110_tr_0	16.810000	17.110000	@57-B0@-1	16.988000	17.007000	0.019000	-0.020000	450.000000	16.666667
0	@57-B0@	Sign_16.810_tr_0	Sign_17.110_tr_0	16.810000	17.110000	@57-B0@-2	17.007000	17.017000	0.010000	-0.020000	450.000000	8.333333
0	@57-B0@	Sign_16.810_tr_0	Sign_17.110_tr_0	16.810000	17.110000	@57-B0@-3	17.017000	17.110000	0.093000	-0.020000	450.000000	16.666667
0	@58-B0@	Sign_17.110_tr_0	Sign_17.410_tr_0	17.110000	17.410000	@58-B0@-0	17.110000	17.410000	0.300000	-0.020000	450.000000	16.666667
0	@59-B0@	Sign_17.410_tr_0	Sign_17.710_tr_0	17.410000	17.710000	@59-B0@-0	17.410000	17.469000	0.059000	-0.020000	450.000000	16.666667
0	@59-B0@	Sign_17.410_tr_0	Sign_17.710_tr_0	17.410000	17.710000	@59-B0@-1	17.469000	17.512000	0.043000	-0.020000	10000.000000	16.666667
0	@59-B0@	Sign_17.410_tr_0	Sign_17.710_tr_0	17.410000	17.710000	@59-B0@-2	17.512000	17.522000	0.010000	-0.020000	10000.000000	8.333333
0	@59-B0@	Sign_17.410_tr_0	Sign_17.710_tr_0	17.410000	17.710000	@59-B0@-3	17.522000	17.661000	0.139000	-0.020000	10000.000000	16.666667
0	@59-B0@	Sign_17.410_tr_0	Sign_17.710_tr_0	17.410000	17.710000	@59-B0@-4	17.661000	17.710000	0.049000	-0.014500	10000.000000	16.666667
0	@60-B0@	Sign_17.710_tr_0	Sign_18.010_tr_0	17.710000	18.010000	@60-B0@-0	17.710000	17.795000	0.085000	-0.014500	10000.000000	16.666667
