No 	 BlockSection 	 TDS_ID 	 startX 	 endX 	 length 
3 	 @126-B0@ 	 0-410.000000-411.000556-0 	 37.441000 	 37.518501 	 0.077501
4 	 @126-B0@ 	 0-411.000556-358.270000-0 	 37.518501 	 37.596000 	 0.077499
1 	 @127-B0@ 	 0-358.270000-413.000556-0 	 37.596000 	 37.771500 	 0.175500
2 	 @127-B0@ 	 0-413.000556-358.580000-0 	 37.771500 	 37.947000 	 0.175500
1 	 @128-B0@ 	 0-358.580000-417.000556-0 	 37.947000 	 38.030998 	 0.083998
2 	 @128-B0@ 	 0-417.000556-419.000000-0 	 38.030998 	 38.115000 	 0.084002
3 	 @128-B0@ 	 0-419.000000-419.000556-0 	 38.115000 	 38.149502 	 0.034502
4 	 @128-B0@ 	 0-419.000556-420.000000-0 	 38.149502 	 38.184000 	 0.034498
5 	 @128-B0@ 	 0-420.000000-420.000556-0 	 38.184000 	 38.191002 	 0.007002
6 	 @128-B0@ 	 0-420.000556-358.890000-0 	 38.191002 	 38.198000 	 0.006998
1 	 @129-B0@ 	 0-358.890000-422.000000-0 	 38.198000 	 38.229000 	 0.031000
2 	 @129-B0@ 	 0-422.000000-423.000556-0 	 38.229000 	 38.363998 	 0.134998
3 	 @129-B0@ 	 0-423.000556-359.200000-0 	 38.363998 	 38.499000 	 0.135002
1 	 @130-B0@ 	 0-359.200000-426.000556-0 	 38.499000 	 38.649502 	 0.150502
2 	 @130-B0@ 	 0-426.000556-428.000000-0 	 38.649502 	 38.800000 	 0.150498
1 	 @131-B0@ 	 0-428.000000-429.000556-0 	 38.800000 	 38.950500 	 0.150500
2 	 @131-B0@ 	 0-429.000556-428.310000-0 	 38.950500 	 39.101000 	 0.150500
1 	 @132-B0@ 	 0-428.310000-432.000556-0 	 39.101000 	 39.251499 	 0.150499
2 	 @132-B0@ 	 0-432.000556-428.620000-0 	 39.251499 	 39.402000 	 0.150501
1 	 @133-B0@ 	 0-428.620000-428.620556-0 	 39.402000 	 39.441002 	 0.039002
2 	 @133-B0@ 	 0-428.620556-435.000000-0 	 39.441002 	 39.480000 	 0.038998
3 	 @133-B0@ 	 0-435.000000-435.000556-0 	 39.480000 	 39.591499 	 0.111499
4 	 @133-B0@ 	 0-435.000556-428.930000-0 	 39.591499 	 39.703000 	 0.111501
1 	 @134-B0@ 	 0-428.930000-438.000556-0 	 39.703000 	 39.853500 	 0.150500
2 	 @134-B0@ 	 0-438.000556-429.240000-0 	 39.853500 	 40.004000 	 0.150500
1 	 @135-B0@ 	 0-429.240000-441.000556-0 	 40.004000 	 40.134499 	 0.130499
2 	 @135-B0@ 	 0-441.000556-429.550000-0 	 40.134499 	 40.265000 	 0.130501
1 	 @136-B0@ 	 0-429.550000-444.000556-0 	 40.265000 	 40.415501 	 0.150501
2 	 @136-B0@ 	 0-444.000556-429.860000-0 	 40.415501 	 40.566000 	 0.150499
1 	 @137-B0@ 	 0-429.860000-447.000556-0 	 40.566000 	 40.716499 	 0.150499
2 	 @137-B0@ 	 0-447.000556-430.170000-0 	 40.716499 	 40.867000 	 0.150501
1 	 @138-B0@ 	 0-430.170000-450.000556-0 	 40.867000 	 40.967499 	 0.100499
2 	 @138-B0@ 	 0-450.000556-430.480000-0 	 40.967499 	 41.068000 	 0.100501
1 	 @139-B0@ 	 0-430.480000-452.000556-0 	 41.068000 	 41.193501 	 0.125501
2 	 @139-B0@ 	 0-452.000556-430.790000-0 	 41.193501 	 41.319000 	 0.125499
1 	 @140-B0@ 	 0-430.790000-455.000000-0 	 41.319000 	 41.326000 	 0.007000
2 	 @140-B0@ 	 0-455.000000-456.000556-0 	 41.326000 	 41.402000 	 0.076000
3 	 @140-B0@ 	 0-456.000556-457.000000-0 	 41.402000 	 41.478000 	 0.076000
4 	 @140-B0@ 	 0-457.000000-458.000556-0 	 41.478000 	 41.539001 	 0.061001
5 	 @140-B0@ 	 0-458.000556-460.000000-0 	 41.539001 	 41.600000 	 0.060999
6 	 @140-B0@ 	 0-460.000000-460.000556-0 	 41.600000 	 41.625000 	 0.025000
7 	 @140-B0@ 	 0-460.000556-431.100000-0 	 41.625000 	 41.650000 	 0.025000
1 	 @141-B0@ 	 0-431.100000-462.000556-0 	 41.650000 	 41.775501 	 0.125501
2 	 @141-B0@ 	 0-462.000556-431.410000-0 	 41.775501 	 41.901000 	 0.125499
1 	 @142-B0@ 	 0-431.410000-465.000556-0 	 41.901000 	 42.000500 	 0.099500
2 	 @142-B0@ 	 0-465.000556-467.000000-0 	 42.000500 	 42.100000 	 0.099500
3 	 @142-B0@ 	 0-467.000000-468.000556-0 	 42.100000 	 42.150002 	 0.050002
4 	 @142-B0@ 	 0-468.000556-469.000000-0 	 42.150002 	 42.200000 	 0.049998
5 	 @142-B0@ 	 0-469.000000-469.000556-0 	 42.200000 	 42.201000 	 0.001000
6 	 @142-B0@ 	 0-469.000556-431.720000-0 	 42.201000 	 42.202000 	 0.001000
1 	 @143-B0@ 	 0-431.720000-471.000556-0 	 42.202000 	 42.352501 	 0.150501
2 	 @143-B0@ 	 0-471.000556-432.030000-0 	 42.352501 	 42.503000 	 0.150499
1 	 @144-B0@ 	 0-432.030000-474.000556-0 	 42.503000 	 42.653500 	 0.150500
2 	 @144-B0@ 	 0-474.000556-432.340000-0 	 42.653500 	 42.804000 	 0.150500
1 	 @145-B0@ 	 0-432.340000-477.000556-0 	 42.804000 	 42.954498 	 0.150498
2 	 @145-B0@ 	 0-477.000556-432.650000-0 	 42.954498 	 43.105000 	 0.150502
1 	 @146-B0@ 	 0-432.650000-480.000556-0 	 43.105000 	 43.255501 	 0.150501
2 	 @146-B0@ 	 0-480.000556-432.960000-0 	 43.255501 	 43.406000 	 0.150499
1 	 @147-B0@ 	 0-432.960000-484.000556-0 	 43.406000 	 43.556499 	 0.150499
2 	 @147-B0@ 	 0-484.000556-433.270000-0 	 43.556499 	 43.707000 	 0.150501
1 	 @148-B0@ 	 0-433.270000-487.000556-0 	 43.707000 	 43.857498 	 0.150498
2 	 @148-B0@ 	 0-487.000556-433.580000-0 	 43.857498 	 44.008000 	 0.150502
1 	 @149-B0@ 	 0-433.580000-490.000556-0 	 44.008000 	 44.108501 	 0.100501
2 	 @149-B0@ 	 0-490.000556-433.890000-0 	 44.108501 	 44.209000 	 0.100499
1 	 @150-B0@ 	 0-433.890000-433.890556-0 	 44.209000 	 44.247002 	 0.038002
2 	 @150-B0@ 	 0-433.890556-492.000000-0 	 44.247002 	 44.285000 	 0.037998
3 	 @150-B0@ 	 0-492.000000-493.000556-0 	 44.285000 	 44.392502 	 0.107502
4 	 @150-B0@ 	 0-493.000556-496.000000-0 	 44.392502 	 44.500000 	 0.107498
5 	 @150-B0@ 	 0-496.000000-496.000556-0 	 44.500000 	 44.505001 	 0.005001
6 	 @150-B0@ 	 0-496.000556-434.200000-0 	 44.505001 	 44.510000 	 0.004999
1 	 @151-B0@ 	 0-434.200000-498.000556-0 	 44.510000 	 44.720501 	 0.210501
2 	 @151-B0@ 	 0-498.000556-434.510000-0 	 44.720501 	 44.931000 	 0.210499
1 	 @152-B0@ 	 0-434.510000-502.000000-0 	 44.931000 	 44.975000 	 0.044000
2 	 @152-B0@ 	 0-502.000000-504.000556-0 	 44.975000 	 45.037498 	 0.062498
3 	 @152-B0@ 	 0-504.000556-505.000000-0 	 45.037498 	 45.100000 	 0.062502
4 	 @152-B0@ 	 0-505.000000-505.000556-0 	 45.100000 	 45.105999 	 0.005999
5 	 @152-B0@ 	 0-505.000556-434.820000-0 	 45.105999 	 45.112000 	 0.006001
1 	 @153-B0@ 	 0-434.820000-506.000556-0 	 45.112000 	 45.262501 	 0.150501
2 	 @153-B0@ 	 0-506.000556-435.130000-0 	 45.262501 	 45.413000 	 0.150499
1 	 @154-B0@ 	 0-435.130000-509.000556-0 	 45.413000 	 45.563499 	 0.150499
2 	 @154-B0@ 	 0-509.000556-435.440000-0 	 45.563499 	 45.714000 	 0.150501
1 	 @155-B0@ 	 0-435.440000-512.000556-0 	 45.714000 	 45.864498 	 0.150498
2 	 @155-B0@ 	 0-512.000556-435.750000-0 	 45.864498 	 46.015000 	 0.150502
1 	 @156-B0@ 	 0-435.750000-515.000556-0 	 46.015000 	 46.165501 	 0.150501
2 	 @156-B0@ 	 0-515.000556-436.060000-0 	 46.165501 	 46.316000 	 0.150499
1 	 @157-B0@ 	 0-436.060000-519.000556-0 	 46.316000 	 46.466499 	 0.150499
2 	 @157-B0@ 	 0-519.000556-436.370000-0 	 46.466499 	 46.617000 	 0.150501
1 	 @158-B0@ 	 0-436.370000-522.000556-0 	 46.617000 	 46.767502 	 0.150502
2 	 @158-B0@ 	 0-522.000556-436.680000-0 	 46.767502 	 46.918000 	 0.150498
1 	 @159-B0@ 	 0-436.680000-525.000556-0 	 46.918000 	 47.018501 	 0.100501
2 	 @159-B0@ 	 0-525.000556-436.990000-0 	 47.018501 	 47.119000 	 0.100499
1 	 @160-B0@ 	 0-436.990000-436.990556-0 	 47.119000 	 47.194500 	 0.075500
2 	 @160-B0@ 	 0-436.990556-528.000000-0 	 47.194500 	 47.270000 	 0.075500
3 	 @160-B0@ 	 0-528.000000-528.000556-0 	 47.270000 	 47.294998 	 0.024998
4 	 @160-B0@ 	 0-528.000556-437.300000-0 	 47.294998 	 47.320000 	 0.025002
1 	 @161-B0@ 	 0-437.300000-530.000556-0 	 47.320000 	 47.470501 	 0.150501
2 	 @161-B0@ 	 0-530.000556-437.610000-0 	 47.470501 	 47.621000 	 0.150499
1 	 @162-B0@ 	 0-437.610000-533.000556-0 	 47.621000 	 47.771500 	 0.150500
2 	 @162-B0@ 	 0-533.000556-437.920000-0 	 47.771500 	 47.922000 	 0.150500
1 	 @163-B0@ 	 0-437.920000-536.000556-0 	 47.922000 	 48.072498 	 0.150498
2 	 @163-B0@ 	 0-536.000556-438.230000-0 	 48.072498 	 48.223000 	 0.150502
1 	 @164-B0@ 	 0-438.230000-438.230556-0 	 48.223000 	 48.261501 	 0.038501
2 	 @164-B0@ 	 0-438.230556-539.000000-0 	 48.261501 	 48.300000 	 0.038499
3 	 @164-B0@ 	 0-539.000000-540.000000-0 	 48.300000 	 48.400000 	 0.100000
4 	 @164-B0@ 	 0-540.000000-543.000000-0 	 48.400000 	 48.500000 	 0.100000
5 	 @164-B0@ 	 0-543.000000-543.000556-0 	 48.500000 	 48.512001 	 0.012001
6 	 @164-B0@ 	 0-543.000556-438.540000-0 	 48.512001 	 48.524000 	 0.011999
1 	 @165-B0@ 	 0-438.540000-544.000556-0 	 48.524000 	 48.674500 	 0.150500
2 	 @165-B0@ 	 0-544.000556-438.850000-0 	 48.674500 	 48.825000 	 0.150500
1 	 @166-B0@ 	 0-438.850000-548.000556-0 	 48.825000 	 48.975498 	 0.150498
2 	 @166-B0@ 	 0-548.000556-439.160000-0 	 48.975498 	 49.126000 	 0.150502
1 	 @167-B0@ 	 0-439.160000-551.000556-0 	 49.126000 	 49.276501 	 0.150501
2 	 @167-B0@ 	 0-551.000556-439.470000-0 	 49.276501 	 49.427000 	 0.150499
1 	 @168-B0@ 	 0-439.470000-554.000556-0 	 49.427000 	 49.577499 	 0.150499
2 	 @168-B0@ 	 0-554.000556-439.780000-0 	 49.577499 	 49.728000 	 0.150501
1 	 @169-B0@ 	 0-439.780000-557.000556-0 	 49.728000 	 49.878502 	 0.150502
2 	 @169-B0@ 	 0-557.000556-440.090000-0 	 49.878502 	 50.029000 	 0.150498
1 	 @170-B0@ 	 0-440.090000-560.000556-0 	 50.029000 	 50.179501 	 0.150501
2 	 @170-B0@ 	 0-560.000556-440.400000-0 	 50.179501 	 50.330000 	 0.150499
1 	 @171-B0@ 	 0-440.400000-563.000556-0 	 50.330000 	 50.480499 	 0.150499
2 	 @171-B0@ 	 0-563.000556-440.710000-0 	 50.480499 	 50.631000 	 0.150501
1 	 @172-B0@ 	 0-440.710000-566.000556-0 	 50.631000 	 50.781502 	 0.150502
2 	 @172-B0@ 	 0-566.000556-441.020000-0 	 50.781502 	 50.932000 	 0.150498
1 	 @173-B0@ 	 0-441.020000-570.000556-0 	 50.932000 	 51.082500 	 0.150500
2 	 @173-B0@ 	 0-570.000556-441.330000-0 	 51.082500 	 51.233000 	 0.150500
1 	 @174-B0@ 	 0-441.330000-573.000556-0 	 51.233000 	 51.383499 	 0.150499
2 	 @174-B0@ 	 0-573.000556-441.640000-0 	 51.383499 	 51.534000 	 0.150501
1 	 @175-B0@ 	 0-441.640000-576.000556-0 	 51.534000 	 51.684502 	 0.150502
2 	 @175-B0@ 	 0-576.000556-441.950000-0 	 51.684502 	 51.835000 	 0.150498
1 	 @176-B0@ 	 0-441.950000-441.950556-0 	 51.835000 	 51.867500 	 0.032500
2 	 @176-B0@ 	 0-441.950556-579.000000-0 	 51.867500 	 51.900000 	 0.032500
3 	 @176-B0@ 	 0-579.000000-582.000000-0 	 51.900000 	 52.000000 	 0.100000
4 	 @176-B0@ 	 0-582.000000-583.000000-0 	 52.000000 	 52.100000 	 0.100000
5 	 @176-B0@ 	 0-583.000000-583.000556-0 	 52.100000 	 52.118000 	 0.018000
6 	 @176-B0@ 	 0-583.000556-442.260000-0 	 52.118000 	 52.136000 	 0.018000
1 	 @177-B0@ 	 0-442.260000-584.000556-0 	 52.136000 	 52.286499 	 0.150499
2 	 @177-B0@ 	 0-584.000556-442.570000-0 	 52.286499 	 52.437000 	 0.150501
1 	 @178-B0@ 	 0-442.570000-588.000556-0 	 52.437000 	 52.587502 	 0.150502
2 	 @178-B0@ 	 0-588.000556-442.880000-0 	 52.587502 	 52.738000 	 0.150498
1 	 @179-B0@ 	 0-442.880000-591.000556-0 	 52.738000 	 52.888500 	 0.150500
2 	 @179-B0@ 	 0-591.000556-443.190000-0 	 52.888500 	 53.039000 	 0.150500
1 	 @180-B0@ 	 0-443.190000-594.000556-0 	 53.039000 	 53.189499 	 0.150499
2 	 @180-B0@ 	 0-594.000556-443.500000-0 	 53.189499 	 53.340000 	 0.150501
1 	 @181-B0@ 	 0-443.500000-598.000556-0 	 53.340000 	 53.490501 	 0.150501
2 	 @181-B0@ 	 0-598.000556-443.810000-0 	 53.490501 	 53.641000 	 0.150499
1 	 @182-B0@ 	 0-443.810000-601.000556-0 	 53.641000 	 53.791500 	 0.150500
2 	 @182-B0@ 	 0-601.000556-444.120000-0 	 53.791500 	 53.942000 	 0.150500
1 	 @183-B0@ 	 0-444.120000-604.000556-0 	 53.942000 	 54.092499 	 0.150499
2 	 @183-B0@ 	 0-604.000556-444.430000-0 	 54.092499 	 54.243000 	 0.150501
1 	 @184-B0@ 	 0-444.430000-607.000556-0 	 54.243000 	 54.393501 	 0.150501
2 	 @184-B0@ 	 0-607.000556-444.740000-0 	 54.393501 	 54.544000 	 0.150499
1 	 @185-B0@ 	 0-444.740000-611.000556-0 	 54.544000 	 54.694500 	 0.150500
2 	 @185-B0@ 	 0-611.000556-445.050000-0 	 54.694500 	 54.845000 	 0.150500
1 	 @186-B0@ 	 0-445.050000-614.000556-0 	 54.845000 	 54.995499 	 0.150499
2 	 @186-B0@ 	 0-614.000556-445.360000-0 	 54.995499 	 55.146000 	 0.150501
1 	 @187-B0@ 	 0-445.360000-617.000556-0 	 55.146000 	 55.296501 	 0.150501
2 	 @187-B0@ 	 0-617.000556-445.670000-0 	 55.296501 	 55.447000 	 0.150499
1 	 @188-B0@ 	 0-445.670000-620.000556-0 	 55.447000 	 55.537498 	 0.090498
2 	 @188-B0@ 	 0-620.000556-445.980000-0 	 55.537498 	 55.628000 	 0.090502
1 	 @189-B0@ 	 0-445.980000-445.980556-0 	 55.628000 	 55.664001 	 0.036001
2 	 @189-B0@ 	 0-445.980556-622.000000-0 	 55.664001 	 55.700000 	 0.035999
3 	 @189-B0@ 	 0-622.000000-624.000556-0 	 55.700000 	 55.774502 	 0.074502
4 	 @189-B0@ 	 0-624.000556-446.290000-0 	 55.774502 	 55.849000 	 0.074498
1 	 @190-B0@ 	 0-446.290000-627.000556-0 	 55.849000 	 56.049500 	 0.200500
2 	 @190-B0@ 	 0-627.000556-446.600000-0 	 56.049500 	 56.250000 	 0.200500
1 	 @191-B0@ 	 0-446.600000-631.000556-0 	 56.250000 	 56.450500 	 0.200500
2 	 @191-B0@ 	 0-631.000556-446.910000-0 	 56.450500 	 56.651000 	 0.200500
1 	 @192-B0@ 	 0-446.910000-635.000556-0 	 56.651000 	 56.801498 	 0.150498
2 	 @192-B0@ 	 0-635.000556-447.220000-0 	 56.801498 	 56.952000 	 0.150502
1 	 @193-B0@ 	 0-447.220000-638.000556-0 	 56.952000 	 57.102501 	 0.150501
2 	 @193-B0@ 	 0-638.000556-447.530000-0 	 57.102501 	 57.253000 	 0.150499
1 	 @194-B0@ 	 0-447.530000-642.000556-0 	 57.253000 	 57.403500 	 0.150500
2 	 @194-B0@ 	 0-642.000556-447.840000-0 	 57.403500 	 57.554000 	 0.150500
1 	 @195-B0@ 	 0-447.840000-645.000556-0 	 57.554000 	 57.704498 	 0.150498
2 	 @195-B0@ 	 0-645.000556-448.150000-0 	 57.704498 	 57.855000 	 0.150502
1 	 @196-B0@ 	 0-448.150000-648.000556-0 	 57.855000 	 58.005501 	 0.150501
2 	 @196-B0@ 	 0-648.000556-448.460000-0 	 58.005501 	 58.156000 	 0.150499
1 	 @197-B0@ 	 0-448.460000-651.000556-0 	 58.156000 	 58.306499 	 0.150499
2 	 @197-B0@ 	 0-651.000556-448.770000-0 	 58.306499 	 58.457000 	 0.150501
1 	 @198-B0@ 	 0-448.770000-655.000556-0 	 58.457000 	 58.607498 	 0.150498
2 	 @198-B0@ 	 0-655.000556-449.080000-0 	 58.607498 	 58.758000 	 0.150502
1 	 @199-B0@ 	 0-449.080000-658.000556-0 	 58.758000 	 58.908501 	 0.150501
2 	 @199-B0@ 	 0-658.000556-449.390000-0 	 58.908501 	 59.059000 	 0.150499
1 	 @200-B0@ 	 0-449.390000-661.000556-0 	 59.059000 	 59.209499 	 0.150499
2 	 @200-B0@ 	 0-661.000556-449.700000-0 	 59.209499 	 59.360000 	 0.150501
1 	 @201-B0@ 	 0-449.700000-664.000556-0 	 59.360000 	 59.510502 	 0.150502
2 	 @201-B0@ 	 0-664.000556-450.010000-0 	 59.510502 	 59.661000 	 0.150498
1 	 @202-B0@ 	 0-450.010000-667.000556-0 	 59.661000 	 59.811501 	 0.150501
2 	 @202-B0@ 	 0-667.000556-450.320000-0 	 59.811501 	 59.962000 	 0.150499
1 	 @203-B0@ 	 0-450.320000-670.000556-0 	 59.962000 	 60.112499 	 0.150499
2 	 @203-B0@ 	 0-670.000556-450.630000-0 	 60.112499 	 60.263000 	 0.150501
1 	 @204-B0@ 	 0-450.630000-673.000556-0 	 60.263000 	 60.413502 	 0.150502
2 	 @204-B0@ 	 0-673.000556-450.940000-0 	 60.413502 	 60.564000 	 0.150498
1 	 @205-B0@ 	 0-450.940000-676.000556-0 	 60.564000 	 60.714500 	 0.150500
2 	 @205-B0@ 	 0-676.000556-451.250000-0 	 60.714500 	 60.865000 	 0.150500
1 	 @206-B0@ 	 0-451.250000-679.000556-0 	 60.865000 	 61.015499 	 0.150499
2 	 @206-B0@ 	 0-679.000556-451.560000-0 	 61.015499 	 61.166000 	 0.150501
1 	 @207-B0@ 	 0-451.560000-682.000556-0 	 61.166000 	 61.316502 	 0.150502
2 	 @207-B0@ 	 0-682.000556-451.870000-0 	 61.316502 	 61.467000 	 0.150498
1 	 @208-B0@ 	 0-451.870000-684.000556-0 	 61.467000 	 61.533501 	 0.066501
2 	 @208-B0@ 	 0-684.000556-685.000000-0 	 61.533501 	 61.600000 	 0.066499
3 	 @208-B0@ 	 0-685.000000-685.000556-0 	 61.600000 	 61.680000 	 0.080000
4 	 @208-B0@ 	 0-685.000556-688.000000-0 	 61.680000 	 61.760000 	 0.080000
5 	 @208-B0@ 	 0-688.000000-688.000556-0 	 61.760000 	 61.764000 	 0.004000
6 	 @208-B0@ 	 0-688.000556-452.180000-0 	 61.764000 	 61.768000 	 0.004000
1 	 @209-B0@ 	 0-452.180000-690.000556-0 	 61.768000 	 61.918499 	 0.150499
2 	 @209-B0@ 	 0-690.000556-452.490000-0 	 61.918499 	 62.069000 	 0.150501
1 	 @210-B0@ 	 0-452.490000-693.000556-0 	 62.069000 	 62.114498 	 0.045498
2 	 @210-B0@ 	 0-693.000556-694.000000-0 	 62.114498 	 62.160000 	 0.045502
3 	 @210-B0@ 	 0-694.000000-695.000556-0 	 62.160000 	 62.264999 	 0.104999
4 	 @210-B0@ 	 0-695.000556-452.800000-0 	 62.264999 	 62.370000 	 0.105001
1 	 @211-B0@ 	 0-452.800000-698.000556-0 	 62.370000 	 62.520500 	 0.150500
2 	 @211-B0@ 	 0-698.000556-453.110000-0 	 62.520500 	 62.671000 	 0.150500
1 	 @212-B0@ 	 0-453.110000-701.000556-0 	 62.671000 	 62.821499 	 0.150499
2 	 @212-B0@ 	 0-701.000556-453.420000-0 	 62.821499 	 62.972000 	 0.150501
1 	 @213-B0@ 	 0-453.420000-704.000556-0 	 62.972000 	 63.122002 	 0.150002
2 	 @213-B0@ 	 0-704.000556-453.730000-0 	 63.122002 	 63.272000 	 0.149998
1 	 @214-B0@ 	 0-453.730000-707.000556-0 	 63.272000 	 63.422001 	 0.150001
2 	 @214-B0@ 	 0-707.000556-454.040000-0 	 63.422001 	 63.572000 	 0.149999
1 	 @215-B0@ 	 0-454.040000-710.000556-0 	 63.572000 	 63.722000 	 0.150000
2 	 @215-B0@ 	 0-710.000556-454.350000-0 	 63.722000 	 63.872000 	 0.150000
1 	 @216-B0@ 	 0-454.350000-713.000556-0 	 63.872000 	 64.022003 	 0.150003
2 	 @216-B0@ 	 0-713.000556-454.660000-0 	 64.022003 	 64.172000 	 0.149997
1 	 @217-B0@ 	 0-454.660000-716.000556-0 	 64.172000 	 64.321999 	 0.149999
2 	 @217-B0@ 	 0-716.000556-454.970000-0 	 64.321999 	 64.472000 	 0.150001
1 	 @218-B0@ 	 0-454.970000-719.000556-0 	 64.472000 	 64.622002 	 0.150002
2 	 @218-B0@ 	 0-719.000556-455.280000-0 	 64.622002 	 64.772000 	 0.149998
1 	 @219-B0@ 	 0-455.280000-722.000556-0 	 64.772000 	 64.921997 	 0.149997
2 	 @219-B0@ 	 0-722.000556-455.590000-0 	 64.921997 	 65.072000 	 0.150003
1 	 @220-B0@ 	 0-455.590000-726.000556-0 	 65.072000 	 65.222000 	 0.150000
2 	 @220-B0@ 	 0-726.000556-455.900000-0 	 65.222000 	 65.372000 	 0.150000
1 	 @221-B0@ 	 0-455.900000-729.000556-0 	 65.372000 	 65.522003 	 0.150003
2 	 @221-B0@ 	 0-729.000556-456.210000-0 	 65.522003 	 65.672000 	 0.149997
1 	 @222-B0@ 	 0-456.210000-732.000556-0 	 65.672000 	 65.821999 	 0.149999
2 	 @222-B0@ 	 0-732.000556-456.520000-0 	 65.821999 	 65.972000 	 0.150001
1 	 @223-B0@ 	 0-456.520000-735.000556-0 	 65.972000 	 66.122002 	 0.150002
2 	 @223-B0@ 	 0-735.000556-456.830000-0 	 66.122002 	 66.272000 	 0.149998
1 	 @224-B0@ 	 0-456.830000-738.000556-0 	 66.272000 	 66.421997 	 0.149997
2 	 @224-B0@ 	 0-738.000556-457.140000-0 	 66.421997 	 66.572000 	 0.150003
1 	 @225-B0@ 	 0-457.140000-741.000556-0 	 66.572000 	 66.722000 	 0.150000
2 	 @225-B0@ 	 0-741.000556-457.450000-0 	 66.722000 	 66.872000 	 0.150000
1 	 @226-B0@ 	 0-457.450000-744.000556-0 	 66.872000 	 67.022003 	 0.150003
2 	 @226-B0@ 	 0-744.000556-457.760000-0 	 67.022003 	 67.172000 	 0.149997
1 	 @227-B0@ 	 0-457.760000-747.000556-0 	 67.172000 	 67.321999 	 0.149999
2 	 @227-B0@ 	 0-747.000556-458.070000-0 	 67.321999 	 67.472000 	 0.150001
1 	 @228-B0@ 	 0-458.070000-750.000556-0 	 67.472000 	 67.622002 	 0.150002
2 	 @228-B0@ 	 0-750.000556-458.380000-0 	 67.622002 	 67.772000 	 0.149998
1 	 @229-B0@ 	 0-458.380000-752.000556-0 	 67.772000 	 67.897003 	 0.125003
2 	 @229-B0@ 	 0-752.000556-458.690000-0 	 67.897003 	 68.022000 	 0.124997
1 	 @230-B0@ 	 0-458.690000-458.690556-0 	 68.022000 	 68.089500 	 0.067500
2 	 @230-B0@ 	 0-458.690556-756.000000-0 	 68.089500 	 68.157000 	 0.067500
3 	 @230-B0@ 	 0-756.000000-757.000556-0 	 68.157000 	 68.214500 	 0.057500
4 	 @230-B0@ 	 0-757.000556-459.000000-0 	 68.214500 	 68.272000 	 0.057500
1 	 @231-B0@ 	 0-459.000000-759.000556-0 	 68.272000 	 68.472000 	 0.200000
2 	 @231-B0@ 	 0-759.000556-459.310000-0 	 68.472000 	 68.672000 	 0.200000
1 	 @232-B0@ 	 0-459.310000-762.000556-0 	 68.672000 	 68.741997 	 0.069997
2 	 @232-B0@ 	 0-762.000556-459.620000-0 	 68.741997 	 68.812000 	 0.070003
1 	 @233-B0@ 	 0-459.620000-764.000000-0 	 68.812000 	 68.847000 	 0.035000
2 	 @233-B0@ 	 0-764.000000-765.000556-0 	 68.847000 	 68.933502 	 0.086502
3 	 @233-B0@ 	 0-765.000556-767.000000-0 	 68.933502 	 69.020000 	 0.086498
4 	 @233-B0@ 	 0-767.000000-767.000556-0 	 69.020000 	 69.030998 	 0.010998
5 	 @233-B0@ 	 0-767.000556-459.930000-0 	 69.030998 	 69.042000 	 0.011002
1 	 @234-B0@ 	 0-459.930000-768.000556-0 	 69.042000 	 69.126999 	 0.084999
2 	 @234-B0@ 	 0-768.000556-460.240000-0 	 69.126999 	 69.212000 	 0.085001
1 	 @0-B1@ 	 1-1.000000-2.000556-1 	 0.140000 	 0.220000 	 0.080000
2 	 @0-B1@ 	 1-2.000556-1.310000-1 	 0.220000 	 0.300000 	 0.080000
1 	 @1-B1@ 	 1-1.310000-1.310556-1 	 0.300000 	 0.336000 	 0.036000
2 	 @1-B1@ 	 1-1.310556-5.000000-1 	 0.336000 	 0.372000 	 0.036000
3 	 @1-B1@ 	 1-5.000000-5.000556-1 	 0.372000 	 0.402500 	 0.030500
4 	 @1-B1@ 	 1-5.000556-6.000000-1 	 0.402500 	 0.433000 	 0.030500
5 	 @1-B1@ 	 1-6.000000-7.000556-1 	 0.433000 	 0.516500 	 0.083500
6 	 @1-B1@ 	 1-7.000556-1.620000-1 	 0.516500 	 0.600000 	 0.083500
1 	 @2-B1@ 	 1-1.620000-9.000556-1 	 0.600000 	 0.642000 	 0.042000
2 	 @2-B1@ 	 1-9.000556-10.000000-1 	 0.642000 	 0.684000 	 0.042000
3 	 @2-B1@ 	 1-10.000000-11.000556-1 	 0.684000 	 0.792500 	 0.108500
4 	 @2-B1@ 	 1-11.000556-1.930000-1 	 0.792500 	 0.901000 	 0.108500
1 	 @3-B1@ 	 1-1.930000-14.000556-1 	 0.901000 	 1.051500 	 0.150500
2 	 @3-B1@ 	 1-14.000556-2.240000-1 	 1.051500 	 1.202000 	 0.150500
1 	 @4-B1@ 	 1-2.240000-17.000556-1 	 1.202000 	 1.352500 	 0.150500
2 	 @4-B1@ 	 1-17.000556-2.550000-1 	 1.352500 	 1.503000 	 0.150500
1 	 @5-B1@ 	 1-2.550000-20.000556-1 	 1.503000 	 1.653500 	 0.150500
2 	 @5-B1@ 	 1-20.000556-2.860000-1 	 1.653500 	 1.804000 	 0.150500
1 	 @6-B1@ 	 1-2.860000-23.000556-1 	 1.804000 	 1.954500 	 0.150500
2 	 @6-B1@ 	 1-23.000556-3.170000-1 	 1.954500 	 2.105000 	 0.150500
1 	 @7-B1@ 	 1-3.170000-26.000556-1 	 2.105000 	 2.255500 	 0.150500
