No 	 BlockSection 	 TDS_ID 	 startX 	 endX 	 length 
2 	 @222-B1@ 	 1-729.000556-604.020000-1 	 65.820999 	 65.971000 	 0.150001
1 	 @223-B1@ 	 1-604.020000-732.000556-1 	 65.971000 	 66.121002 	 0.150002
2 	 @223-B1@ 	 1-732.000556-604.330000-1 	 66.121002 	 66.271000 	 0.149998
1 	 @224-B1@ 	 1-604.330000-735.000556-1 	 66.271000 	 66.420998 	 0.149998
2 	 @224-B1@ 	 1-735.000556-604.640000-1 	 66.420998 	 66.571000 	 0.150002
1 	 @225-B1@ 	 1-604.640000-738.000556-1 	 66.571000 	 66.720001 	 0.149001
2 	 @225-B1@ 	 1-738.000556-604.950000-1 	 66.720001 	 66.869000 	 0.148999
1 	 @226-B1@ 	 1-604.950000-741.000556-1 	 66.869000 	 67.018997 	 0.149997
2 	 @226-B1@ 	 1-741.000556-605.260000-1 	 67.018997 	 67.169000 	 0.150003
1 	 @227-B1@ 	 1-605.260000-744.000556-1 	 67.169000 	 67.319000 	 0.150000
2 	 @227-B1@ 	 1-744.000556-605.570000-1 	 67.319000 	 67.469000 	 0.150000
1 	 @228-B1@ 	 1-605.570000-747.000556-1 	 67.469000 	 67.619003 	 0.150003
2 	 @228-B1@ 	 1-747.000556-605.880000-1 	 67.619003 	 67.769000 	 0.149997
1 	 @229-B1@ 	 1-605.880000-750.000556-1 	 67.769000 	 67.872002 	 0.103002
2 	 @229-B1@ 	 1-750.000556-606.190000-1 	 67.872002 	 67.975000 	 0.102998
1 	 @230-B1@ 	 1-606.190000-606.190556-1 	 67.975000 	 68.016502 	 0.041502
2 	 @230-B1@ 	 1-606.190556-753.000000-1 	 68.016502 	 68.058000 	 0.041498
3 	 @230-B1@ 	 1-753.000000-753.000556-1 	 68.058000 	 68.066498 	 0.008498
4 	 @230-B1@ 	 1-753.000556-606.500000-1 	 68.066498 	 68.075000 	 0.008502
1 	 @0-B2@ 	 2-1.000000-2.000000-2 	 29.132000 	 29.232000 	 0.100000
2 	 @0-B2@ 	 2-2.000000-3.000000-2 	 29.232000 	 29.332000 	 0.100000
1 	 @1-B2@ 	 2-3.000000-4.000000-2 	 29.332000 	 29.372000 	 0.040000
2 	 @1-B2@ 	 2-4.000000-4.000556-2 	 29.372000 	 29.386000 	 0.014000
3 	 @1-B2@ 	 2-4.000556-5.000000-2 	 29.386000 	 29.400000 	 0.014000
4 	 @1-B2@ 	 2-5.000000-7.000556-2 	 29.400000 	 29.441000 	 0.041000
5 	 @1-B2@ 	 2-7.000556-8.000000-2 	 29.441000 	 29.482000 	 0.041000
1 	 @0-B3@ 	 3-1.000000-2.000000-3 	 34.070000 	 34.170000 	 0.100000
2 	 @0-B3@ 	 3-2.000000-3.000000-3 	 34.170000 	 34.270000 	 0.100000
1 	 @1-B3@ 	 3-3.000000-4.000000-3 	 34.270000 	 34.296000 	 0.026000
2 	 @1-B3@ 	 3-4.000000-4.000556-3 	 34.296000 	 34.308498 	 0.012498
3 	 @1-B3@ 	 3-4.000556-5.000000-3 	 34.308498 	 34.321000 	 0.012502
4 	 @1-B3@ 	 3-5.000000-5.000556-3 	 34.321000 	 34.343498 	 0.022498
5 	 @1-B3@ 	 3-5.000556-6.000000-3 	 34.343498 	 34.366000 	 0.022502
1 	 @0-B4@ 	 4-1.000000-1.000556-4 	 44.229000 	 44.257999 	 0.028999
2 	 @0-B4@ 	 4-1.000556-2.000000-4 	 44.257999 	 44.287000 	 0.029001
3 	 @0-B4@ 	 4-2.000000-3.000556-4 	 44.287000 	 44.318501 	 0.031501
4 	 @0-B4@ 	 4-3.000556-5.000000-4 	 44.318501 	 44.350000 	 0.031499
5 	 @0-B4@ 	 4-5.000000-6.000556-4 	 44.350000 	 44.369999 	 0.019999
6 	 @0-B4@ 	 4-6.000556-7.000000-4 	 44.369999 	 44.390000 	 0.020001
7 	 @0-B4@ 	 4-7.000000-7.000556-4 	 44.390000 	 44.400002 	 0.010002
8 	 @0-B4@ 	 4-7.000556-8.000000-4 	 44.400002 	 44.410000 	 0.009998
9 	 @0-B4@ 	 4-8.000000-8.000556-4 	 44.410000 	 44.419998 	 0.009998
10 	 @0-B4@ 	 4-8.000556-1.310000-4 	 44.419998 	 44.430000 	 0.010002
1 	 @1-B4@ 	 4-1.310000-1.310556-4 	 44.430000 	 44.500000 	 0.070000
2 	 @1-B4@ 	 4-1.310556-12.000000-4 	 44.500000 	 44.570000 	 0.070000
1 	 @0-B5@ 	 5-1.000000-1.000556-5 	 68.847000 	 68.873497 	 0.026497
2 	 @0-B5@ 	 5-1.000556-2.000000-5 	 68.873497 	 68.900000 	 0.026503
3 	 @0-B5@ 	 5-2.000000-2.000556-5 	 68.900000 	 68.938499 	 0.038499
4 	 @0-B5@ 	 5-2.000556-4.000000-5 	 68.938499 	 68.977000 	 0.038501
5 	 @0-B5@ 	 5-4.000000-4.000556-5 	 68.977000 	 69.012001 	 0.035001
6 	 @0-B5@ 	 5-4.000556-5.000000-5 	 69.012001 	 69.047000 	 0.034999
1 	 @1-B5@ 	 5-5.000000-5.000556-5 	 69.047000 	 69.141502 	 0.094502
2 	 @1-B5@ 	 5-5.000556-8.000000-5 	 69.141502 	 69.236000 	 0.094498
1 	 @0-B6@ 	 6-1.000000-2.000556-6 	 2.820000 	 2.970500 	 0.150500
2 	 @0-B6@ 	 6-2.000556-1.310000-6 	 2.970500 	 3.121000 	 0.150500
1 	 @1-B6@ 	 6-1.310000-6.000556-6 	 3.121000 	 3.271500 	 0.150500
2 	 @1-B6@ 	 6-6.000556-1.620000-6 	 3.271500 	 3.422000 	 0.150500
1 	 @2-B6@ 	 6-1.620000-1.620556-6 	 3.422000 	 3.477000 	 0.055000
2 	 @2-B6@ 	 6-1.620556-10.000000-6 	 3.477000 	 3.532000 	 0.055000
3 	 @2-B6@ 	 6-10.000000-11.000556-6 	 3.532000 	 3.627500 	 0.095500
4 	 @2-B6@ 	 6-11.000556-1.930000-6 	 3.627500 	 3.723000 	 0.095500
1 	 @3-B6@ 	 6-1.930000-13.000556-6 	 3.723000 	 3.868500 	 0.145500
2 	 @3-B6@ 	 6-13.000556-2.240000-6 	 3.868500 	 4.014000 	 0.145500
1 	 @4-B6@ 	 6-2.240000-17.000556-6 	 4.014000 	 4.169000 	 0.155000
2 	 @4-B6@ 	 6-17.000556-2.550000-6 	 4.169000 	 4.324000 	 0.155000
1 	 @5-B6@ 	 6-2.550000-20.000556-6 	 4.324000 	 4.422000 	 0.098000
2 	 @5-B6@ 	 6-20.000556-21.000000-6 	 4.422000 	 4.520000 	 0.098000
3 	 @5-B6@ 	 6-21.000000-21.000556-6 	 4.520000 	 4.570000 	 0.050000
4 	 @5-B6@ 	 6-21.000556-22.000000-6 	 4.570000 	 4.620000 	 0.050000
5 	 @5-B6@ 	 6-22.000000-22.000556-6 	 4.620000 	 4.622000 	 0.002000
6 	 @5-B6@ 	 6-22.000556-2.860000-6 	 4.622000 	 4.624000 	 0.002000
1 	 @6-B6@ 	 6-2.860000-23.000556-6 	 4.624000 	 4.774000 	 0.150000
2 	 @6-B6@ 	 6-23.000556-3.170000-6 	 4.774000 	 4.924000 	 0.150000
1 	 @7-B6@ 	 6-3.170000-26.000556-6 	 4.924000 	 5.074000 	 0.150000
2 	 @7-B6@ 	 6-26.000556-3.480000-6 	 5.074000 	 5.224000 	 0.150000
1 	 @8-B6@ 	 6-3.480000-29.000556-6 	 5.224000 	 5.374000 	 0.150000
2 	 @8-B6@ 	 6-29.000556-3.790000-6 	 5.374000 	 5.524000 	 0.150000
1 	 @9-B6@ 	 6-3.790000-33.000556-6 	 5.524000 	 5.674000 	 0.150000
2 	 @9-B6@ 	 6-33.000556-4.100000-6 	 5.674000 	 5.824000 	 0.150000
1 	 @10-B6@ 	 6-4.100000-36.000556-6 	 5.824000 	 5.974000 	 0.150000
2 	 @10-B6@ 	 6-36.000556-4.410000-6 	 5.974000 	 6.124000 	 0.150000
1 	 @11-B6@ 	 6-4.410000-39.000556-6 	 6.124000 	 6.274000 	 0.150000
2 	 @11-B6@ 	 6-39.000556-4.720000-6 	 6.274000 	 6.424000 	 0.150000
1 	 @12-B6@ 	 6-4.720000-42.000556-6 	 6.424000 	 6.574000 	 0.150000
2 	 @12-B6@ 	 6-42.000556-5.030000-6 	 6.574000 	 6.724000 	 0.150000
1 	 @13-B6@ 	 6-5.030000-45.000556-6 	 6.724000 	 6.874000 	 0.150000
2 	 @13-B6@ 	 6-45.000556-5.340000-6 	 6.874000 	 7.024000 	 0.150000
1 	 @14-B6@ 	 6-5.340000-48.000556-6 	 7.024000 	 7.174000 	 0.150000
2 	 @14-B6@ 	 6-48.000556-5.650000-6 	 7.174000 	 7.324000 	 0.150000
1 	 @15-B6@ 	 6-5.650000-52.000556-6 	 7.324000 	 7.474000 	 0.150000
2 	 @15-B6@ 	 6-52.000556-5.960000-6 	 7.474000 	 7.624000 	 0.150000
1 	 @16-B6@ 	 6-5.960000-55.000556-6 	 7.624000 	 7.774000 	 0.150000
2 	 @16-B6@ 	 6-55.000556-6.270000-6 	 7.774000 	 7.924000 	 0.150000
1 	 @17-B6@ 	 6-6.270000-58.000556-6 	 7.924000 	 8.074500 	 0.150500
2 	 @17-B6@ 	 6-58.000556-6.580000-6 	 8.074500 	 8.225000 	 0.150500
1 	 @18-B6@ 	 6-6.580000-61.000556-6 	 8.225000 	 8.375500 	 0.150500
2 	 @18-B6@ 	 6-61.000556-6.890000-6 	 8.375500 	 8.526000 	 0.150500
1 	 @19-B6@ 	 6-6.890000-6.890556-6 	 8.526000 	 8.573000 	 0.047000
2 	 @19-B6@ 	 6-6.890556-64.000000-6 	 8.573000 	 8.620000 	 0.047000
3 	 @19-B6@ 	 6-64.000000-66.000556-6 	 8.620000 	 8.723500 	 0.103500
4 	 @19-B6@ 	 6-66.000556-7.200000-6 	 8.723500 	 8.827000 	 0.103500
1 	 @20-B6@ 	 6-7.200000-69.000556-6 	 8.827000 	 8.977500 	 0.150500
2 	 @20-B6@ 	 6-69.000556-7.510000-6 	 8.977500 	 9.128000 	 0.150500
1 	 @21-B6@ 	 6-7.510000-72.000556-6 	 9.128000 	 9.278500 	 0.150500
2 	 @21-B6@ 	 6-72.000556-7.820000-6 	 9.278500 	 9.429000 	 0.150500
1 	 @22-B6@ 	 6-7.820000-75.000556-6 	 9.429000 	 9.579500 	 0.150500
2 	 @22-B6@ 	 6-75.000556-8.130000-6 	 9.579500 	 9.730000 	 0.150500
1 	 @23-B6@ 	 6-8.130000-78.000556-6 	 9.730000 	 9.880500 	 0.150500
2 	 @23-B6@ 	 6-78.000556-8.440000-6 	 9.880500 	 10.031000 	 0.150500
1 	 @24-B6@ 	 6-8.440000-81.000556-6 	 10.031000 	 10.181500 	 0.150500
2 	 @24-B6@ 	 6-81.000556-8.750000-6 	 10.181500 	 10.332000 	 0.150500
1 	 @25-B6@ 	 6-8.750000-84.000556-6 	 10.332000 	 10.482500 	 0.150500
2 	 @25-B6@ 	 6-84.000556-9.060000-6 	 10.482500 	 10.633000 	 0.150500
1 	 @26-B6@ 	 6-9.060000-87.000556-6 	 10.633000 	 10.783500 	 0.150500
2 	 @26-B6@ 	 6-87.000556-9.370000-6 	 10.783500 	 10.934000 	 0.150500
1 	 @27-B6@ 	 6-9.370000-91.000556-6 	 10.934000 	 11.084500 	 0.150500
2 	 @27-B6@ 	 6-91.000556-9.680000-6 	 11.084500 	 11.235000 	 0.150500
1 	 @28-B6@ 	 6-9.680000-94.000556-6 	 11.235000 	 11.385500 	 0.150500
2 	 @28-B6@ 	 6-94.000556-9.990000-6 	 11.385500 	 11.536000 	 0.150500
1 	 @29-B6@ 	 6-9.990000-97.000556-6 	 11.536000 	 11.686500 	 0.150500
2 	 @29-B6@ 	 6-97.000556-10.300000-6 	 11.686500 	 11.837000 	 0.150500
1 	 @30-B6@ 	 6-10.300000-100.000556-6 	 11.837000 	 11.987500 	 0.150500
2 	 @30-B6@ 	 6-100.000556-10.610000-6 	 11.987500 	 12.138000 	 0.150500
1 	 @31-B6@ 	 6-10.610000-104.000556-6 	 12.138000 	 12.257500 	 0.119500
2 	 @31-B6@ 	 6-104.000556-106.000000-6 	 12.257500 	 12.377000 	 0.119500
3 	 @31-B6@ 	 6-106.000000-106.000556-6 	 12.377000 	 12.393000 	 0.016000
4 	 @31-B6@ 	 6-106.000556-10.920000-6 	 12.393000 	 12.409000 	 0.016000
1 	 @32-B6@ 	 6-10.920000-109.000556-6 	 12.409000 	 12.544500 	 0.135500
2 	 @32-B6@ 	 6-109.000556-11.230000-6 	 12.544500 	 12.680000 	 0.135500
1 	 @33-B6@ 	 6-11.230000-111.000000-6 	 12.680000 	 12.690000 	 0.010000
2 	 @33-B6@ 	 6-111.000000-112.000556-6 	 12.690000 	 12.760000 	 0.070000
3 	 @33-B6@ 	 6-112.000556-114.000000-6 	 12.760000 	 12.830000 	 0.070000
4 	 @33-B6@ 	 6-114.000000-114.000556-6 	 12.830000 	 12.915500 	 0.085500
5 	 @33-B6@ 	 6-114.000556-11.540000-6 	 12.915500 	 13.001000 	 0.085500
1 	 @34-B6@ 	 6-11.540000-117.000556-6 	 13.001000 	 13.161500 	 0.160500
2 	 @34-B6@ 	 6-117.000556-11.850000-6 	 13.161500 	 13.322000 	 0.160500
1 	 @35-B6@ 	 6-11.850000-120.000556-6 	 13.322000 	 13.482500 	 0.160500
2 	 @35-B6@ 	 6-120.000556-12.160000-6 	 13.482500 	 13.643000 	 0.160500
1 	 @36-B6@ 	 6-12.160000-123.000556-6 	 13.643000 	 13.793500 	 0.150500
2 	 @36-B6@ 	 6-123.000556-12.470000-6 	 13.793500 	 13.944000 	 0.150500
1 	 @37-B6@ 	 6-12.470000-126.000556-6 	 13.944000 	 14.094500 	 0.150500
2 	 @37-B6@ 	 6-126.000556-12.780000-6 	 14.094500 	 14.245000 	 0.150500
1 	 @38-B6@ 	 6-12.780000-129.000556-6 	 14.245000 	 14.395500 	 0.150500
2 	 @38-B6@ 	 6-129.000556-13.090000-6 	 14.395500 	 14.546000 	 0.150500
1 	 @39-B6@ 	 6-13.090000-132.000556-6 	 14.546000 	 14.696500 	 0.150500
2 	 @39-B6@ 	 6-132.000556-13.400000-6 	 14.696500 	 14.847000 	 0.150500
1 	 @40-B6@ 	 6-13.400000-135.000556-6 	 14.847000 	 14.997500 	 0.150500
2 	 @40-B6@ 	 6-135.000556-13.710000-6 	 14.997500 	 15.148000 	 0.150500
1 	 @41-B6@ 	 6-13.710000-138.000556-6 	 15.148000 	 15.298500 	 0.150500
2 	 @41-B6@ 	 6-138.000556-14.020000-6 	 15.298500 	 15.449000 	 0.150500
1 	 @42-B6@ 	 6-14.020000-141.000556-6 	 15.449000 	 15.599500 	 0.150500
2 	 @42-B6@ 	 6-141.000556-14.330000-6 	 15.599500 	 15.750000 	 0.150500
1 	 @43-B6@ 	 6-14.330000-144.000556-6 	 15.750000 	 15.900500 	 0.150500
2 	 @43-B6@ 	 6-144.000556-14.640000-6 	 15.900500 	 16.051000 	 0.150500
1 	 @44-B6@ 	 6-14.640000-147.000556-6 	 16.051000 	 16.201000 	 0.150000
2 	 @44-B6@ 	 6-147.000556-14.950000-6 	 16.201000 	 16.351000 	 0.150000
1 	 @45-B6@ 	 6-14.950000-150.000556-6 	 16.351000 	 16.500999 	 0.149999
2 	 @45-B6@ 	 6-150.000556-15.260000-6 	 16.500999 	 16.651000 	 0.150001
1 	 @46-B6@ 	 6-15.260000-153.000556-6 	 16.651000 	 16.801001 	 0.150001
2 	 @46-B6@ 	 6-153.000556-15.570000-6 	 16.801001 	 16.951000 	 0.149999
1 	 @47-B6@ 	 6-15.570000-156.000556-6 	 16.951000 	 17.101000 	 0.150000
2 	 @47-B6@ 	 6-156.000556-15.880000-6 	 17.101000 	 17.251000 	 0.150000
1 	 @48-B6@ 	 6-15.880000-15.880556-6 	 17.251000 	 17.311501 	 0.060501
2 	 @48-B6@ 	 6-15.880556-160.000000-6 	 17.311501 	 17.372000 	 0.060499
3 	 @48-B6@ 	 6-160.000000-160.000556-6 	 17.372000 	 17.386499 	 0.014499
4 	 @48-B6@ 	 6-160.000556-16.190000-6 	 17.386499 	 17.401000 	 0.014501
1 	 @49-B6@ 	 6-16.190000-162.000556-6 	 17.401000 	 17.551001 	 0.150001
2 	 @49-B6@ 	 6-162.000556-16.500000-6 	 17.551001 	 17.701000 	 0.149999
1 	 @50-B6@ 	 6-16.500000-165.000000-6 	 17.701000 	 17.718000 	 0.017000
2 	 @50-B6@ 	 6-165.000000-166.000556-6 	 17.718000 	 17.752001 	 0.034001
3 	 @50-B6@ 	 6-166.000556-167.000000-6 	 17.752001 	 17.786000 	 0.033999
4 	 @50-B6@ 	 6-167.000000-168.000556-6 	 17.786000 	 17.893499 	 0.107499
5 	 @50-B6@ 	 6-168.000556-16.810000-6 	 17.893499 	 18.001000 	 0.107501
1 	 @51-B6@ 	 6-16.810000-171.000556-6 	 18.001000 	 18.150999 	 0.149999
2 	 @51-B6@ 	 6-171.000556-17.120000-6 	 18.150999 	 18.301000 	 0.150001
1 	 @52-B6@ 	 6-17.120000-174.000556-6 	 18.301000 	 18.451000 	 0.150000
2 	 @52-B6@ 	 6-174.000556-17.430000-6 	 18.451000 	 18.601000 	 0.150000
1 	 @53-B6@ 	 6-17.430000-177.000556-6 	 18.601000 	 18.750999 	 0.149999
2 	 @53-B6@ 	 6-177.000556-17.740000-6 	 18.750999 	 18.901000 	 0.150001
1 	 @54-B6@ 	 6-17.740000-180.000556-6 	 18.901000 	 19.051001 	 0.150001
2 	 @54-B6@ 	 6-180.000556-18.050000-6 	 19.051001 	 19.201000 	 0.149999
1 	 @55-B6@ 	 6-18.050000-183.000556-6 	 19.201000 	 19.351000 	 0.150000
2 	 @55-B6@ 	 6-183.000556-18.360000-6 	 19.351000 	 19.501000 	 0.150000
1 	 @56-B6@ 	 6-18.360000-186.000556-6 	 19.501000 	 19.650999 	 0.149999
2 	 @56-B6@ 	 6-186.000556-18.670000-6 	 19.650999 	 19.801000 	 0.150001
1 	 @57-B6@ 	 6-18.670000-189.000556-6 	 19.801000 	 19.951000 	 0.150000
2 	 @57-B6@ 	 6-189.000556-18.980000-6 	 19.951000 	 20.101000 	 0.150000
1 	 @58-B6@ 	 6-18.980000-193.000556-6 	 20.101000 	 20.250999 	 0.149999
2 	 @58-B6@ 	 6-193.000556-19.290000-6 	 20.250999 	 20.401000 	 0.150001
1 	 @59-B6@ 	 6-19.290000-196.000556-6 	 20.401000 	 20.551001 	 0.150001
2 	 @59-B6@ 	 6-196.000556-19.600000-6 	 20.551001 	 20.701000 	 0.149999
1 	 @60-B6@ 	 6-19.600000-199.000556-6 	 20.701000 	 20.851000 	 0.150000
2 	 @60-B6@ 	 6-199.000556-19.910000-6 	 20.851000 	 21.001000 	 0.150000
1 	 @61-B6@ 	 6-19.910000-202.000556-6 	 21.001000 	 21.150999 	 0.149999
2 	 @61-B6@ 	 6-202.000556-20.220000-6 	 21.150999 	 21.301000 	 0.150001
1 	 @62-B6@ 	 6-20.220000-205.000556-6 	 21.301000 	 21.451000 	 0.150000
2 	 @62-B6@ 	 6-205.000556-20.530000-6 	 21.451000 	 21.601000 	 0.150000
1 	 @63-B6@ 	 6-20.530000-208.000556-6 	 21.601000 	 21.750999 	 0.149999
2 	 @63-B6@ 	 6-208.000556-20.840000-6 	 21.750999 	 21.901000 	 0.150001
1 	 @64-B6@ 	 6-20.840000-211.000556-6 	 21.901000 	 22.051001 	 0.150001
2 	 @64-B6@ 	 6-211.000556-21.150000-6 	 22.051001 	 22.201000 	 0.149999
1 	 @65-B6@ 	 6-21.150000-214.000556-6 	 22.201000 	 22.351000 	 0.150000
2 	 @65-B6@ 	 6-214.000556-21.460000-6 	 22.351000 	 22.501000 	 0.150000
1 	 @66-B6@ 	 6-21.460000-216.000556-6 	 22.501000 	 22.551001 	 0.050001
2 	 @66-B6@ 	 6-216.000556-21.770000-6 	 22.551001 	 22.601000 	 0.049999
1 	 @67-B6@ 	 6-21.770000-217.000556-6 	 22.601000 	 22.636999 	 0.035999
2 	 @67-B6@ 	 6-217.000556-218.000000-6 	 22.636999 	 22.673000 	 0.036001
3 	 @67-B6@ 	 6-218.000000-219.000556-6 	 22.673000 	 22.787001 	 0.114001
4 	 @67-B6@ 	 6-219.000556-22.080000-6 	 22.787001 	 22.901000 	 0.113999
1 	 @68-B6@ 	 6-22.080000-222.000556-6 	 22.901000 	 23.051001 	 0.150001
2 	 @68-B6@ 	 6-222.000556-22.390000-6 	 23.051001 	 23.201000 	 0.149999
1 	 @69-B6@ 	 6-22.390000-225.000556-6 	 23.201000 	 23.231501 	 0.030501
2 	 @69-B6@ 	 6-225.000556-226.000000-6 	 23.231501 	 23.262000 	 0.030499
3 	 @69-B6@ 	 6-226.000000-228.000556-6 	 23.262000 	 23.424000 	 0.162000
4 	 @69-B6@ 	 6-228.000556-230.000000-6 	 23.424000 	 23.586000 	 0.162000
5 	 @69-B6@ 	 6-230.000000-230.000556-6 	 23.586000 	 23.593500 	 0.007500
6 	 @69-B6@ 	 6-230.000556-22.700000-6 	 23.593500 	 23.601000 	 0.007500
1 	 @70-B6@ 	 6-22.700000-231.000556-6 	 23.601000 	 23.701000 	 0.100000
2 	 @70-B6@ 	 6-231.000556-23.010000-6 	 23.701000 	 23.801000 	 0.100000
1 	 @71-B6@ 	 6-23.010000-234.000556-6 	 23.801000 	 23.951000 	 0.150000
2 	 @71-B6@ 	 6-234.000556-23.320000-6 	 23.951000 	 24.101000 	 0.150000
1 	 @72-B6@ 	 6-23.320000-237.000556-6 	 24.101000 	 24.250999 	 0.149999
2 	 @72-B6@ 	 6-237.000556-23.630000-6 	 24.250999 	 24.401000 	 0.150001
1 	 @73-B6@ 	 6-23.630000-240.000556-6 	 24.401000 	 24.551001 	 0.150001
2 	 @73-B6@ 	 6-240.000556-23.940000-6 	 24.551001 	 24.701000 	 0.149999
1 	 @74-B6@ 	 6-23.940000-243.000556-6 	 24.701000 	 24.851000 	 0.150000
2 	 @74-B6@ 	 6-243.000556-24.250000-6 	 24.851000 	 25.001000 	 0.150000
1 	 @75-B6@ 	 6-24.250000-246.000556-6 	 25.001000 	 25.150999 	 0.149999
2 	 @75-B6@ 	 6-246.000556-24.560000-6 	 25.150999 	 25.301000 	 0.150001
1 	 @76-B6@ 	 6-24.560000-250.000556-6 	 25.301000 	 25.451000 	 0.150000
2 	 @76-B6@ 	 6-250.000556-24.870000-6 	 25.451000 	 25.601000 	 0.150000
1 	 @77-B6@ 	 6-24.870000-253.000556-6 	 25.601000 	 25.750999 	 0.149999
2 	 @77-B6@ 	 6-253.000556-25.180000-6 	 25.750999 	 25.901000 	 0.150001
1 	 @78-B6@ 	 6-25.180000-256.000556-6 	 25.901000 	 26.051001 	 0.150001
2 	 @78-B6@ 	 6-256.000556-25.490000-6 	 26.051001 	 26.201000 	 0.149999
1 	 @79-B6@ 	 6-25.490000-259.000556-6 	 26.201000 	 26.351000 	 0.150000
2 	 @79-B6@ 	 6-259.000556-25.800000-6 	 26.351000 	 26.501000 	 0.150000
1 	 @80-B6@ 	 6-25.800000-262.000556-6 	 26.501000 	 26.650999 	 0.149999
2 	 @80-B6@ 	 6-262.000556-26.110000-6 	 26.650999 	 26.801000 	 0.150001
1 	 @81-B6@ 	 6-26.110000-265.000556-6 	 26.801000 	 26.951000 	 0.150000
2 	 @81-B6@ 	 6-265.000556-26.420000-6 	 26.951000 	 27.101000 	 0.150000
1 	 @82-B6@ 	 6-26.420000-268.000556-6 	 27.101000 	 27.250999 	 0.149999
2 	 @82-B6@ 	 6-268.000556-26.730000-6 	 27.250999 	 27.401000 	 0.150001
1 	 @83-B6@ 	 6-26.730000-271.000556-6 	 27.401000 	 27.551001 	 0.150001
2 	 @83-B6@ 	 6-271.000556-27.040000-6 	 27.551001 	 27.701000 	 0.149999
1 	 @84-B6@ 	 6-27.040000-274.000556-6 	 27.701000 	 27.775999 	 0.074999
2 	 @84-B6@ 	 6-274.000556-27.350000-6 	 27.775999 	 27.851000 	 0.075001
1 	 @85-B6@ 	 6-27.350000-277.000556-6 	 27.851000 	 27.962000 	 0.111000
2 	 @85-B6@ 	 6-277.000556-279.000000-6 	 27.962000 	 28.073000 	 0.111000
3 	 @85-B6@ 	 6-279.000000-279.000556-6 	 28.073000 	 28.112000 	 0.039000
4 	 @85-B6@ 	 6-279.000556-27.660000-6 	 28.112000 	 28.151000 	 0.039000
1 	 @86-B6@ 	 6-27.660000-281.000556-6 	 28.151000 	 28.301001 	 0.150001
2 	 @86-B6@ 	 6-281.000556-27.970000-6 	 28.301001 	 28.451000 	 0.149999
1 	 @87-B6@ 	 6-27.970000-284.000556-6 	 28.451000 	 28.601000 	 0.150000
2 	 @87-B6@ 	 6-284.000556-28.280000-6 	 28.601000 	 28.751000 	 0.150000
1 	 @88-B6@ 	 6-28.280000-287.000556-6 	 28.751000 	 28.900999 	 0.149999
2 	 @88-B6@ 	 6-287.000556-28.590000-6 	 28.900999 	 29.051000 	 0.150001
1 	 @89-B6@ 	 6-28.590000-290.000556-6 	 29.051000 	 29.201000 	 0.150000
2 	 @89-B6@ 	 6-290.000556-28.900000-6 	 29.201000 	 29.351000 	 0.150000
1 	 @90-B6@ 	 6-28.900000-293.000556-6 	 29.351000 	 29.500999 	 0.149999
2 	 @90-B6@ 	 6-293.000556-29.210000-6 	 29.500999 	 29.651000 	 0.150001
1 	 @91-B6@ 	 6-29.210000-296.000556-6 	 29.651000 	 29.801001 	 0.150001
2 	 @91-B6@ 	 6-296.000556-29.520000-6 	 29.801001 	 29.951000 	 0.149999
1 	 @92-B6@ 	 6-29.520000-300.000556-6 	 29.951000 	 30.101000 	 0.150000
2 	 @92-B6@ 	 6-300.000556-29.830000-6 	 30.101000 	 30.251000 	 0.150000
1 	 @93-B6@ 	 6-29.830000-303.000556-6 	 30.251000 	 30.400999 	 0.149999
2 	 @93-B6@ 	 6-303.000556-30.140000-6 	 30.400999 	 30.551000 	 0.150001
1 	 @94-B6@ 	 6-30.140000-306.000556-6 	 30.551000 	 30.701000 	 0.150000
2 	 @94-B6@ 	 6-306.000556-30.450000-6 	 30.701000 	 30.851000 	 0.150000
1 	 @95-B6@ 	 6-30.450000-309.000556-6 	 30.851000 	 31.000999 	 0.149999
2 	 @95-B6@ 	 6-309.000556-30.760000-6 	 31.000999 	 31.151000 	 0.150001
1 	 @96-B6@ 	 6-30.760000-312.000556-6 	 31.151000 	 31.301001 	 0.150001
2 	 @96-B6@ 	 6-312.000556-31.070000-6 	 31.301001 	 31.451000 	 0.149999
1 	 @97-B6@ 	 6-31.070000-315.000556-6 	 31.451000 	 31.601500 	 0.150500
2 	 @97-B6@ 	 6-315.000556-31.380000-6 	 31.601500 	 31.752000 	 0.150500
1 	 @98-B6@ 	 6-31.380000-318.000556-6 	 31.752000 	 31.902500 	 0.150500
2 	 @98-B6@ 	 6-318.000556-31.690000-6 	 31.902500 	 32.053000 	 0.150500
1 	 @99-B6@ 	 6-31.690000-322.000556-6 	 32.053000 	 32.203499 	 0.150499
2 	 @99-B6@ 	 6-322.000556-32.000000-6 	 32.203499 	 32.354000 	 0.150501
1 	 @100-B6@ 	 6-32.000000-325.000556-6 	 32.354000 	 32.504501 	 0.150501
2 	 @100-B6@ 	 6-325.000556-32.310000-6 	 32.504501 	 32.655000 	 0.150499
1 	 @101-B6@ 	 6-32.310000-328.000556-6 	 32.655000 	 32.805500 	 0.150500
2 	 @101-B6@ 	 6-328.000556-32.620000-6 	 32.805500 	 32.956000 	 0.150500
1 	 @102-B6@ 	 6-32.620000-331.000556-6 	 32.956000 	 33.106499 	 0.150499
2 	 @102-B6@ 	 6-331.000556-32.930000-6 	 33.106499 	 33.257000 	 0.150501
