BlockID StartX[Km] EndX[Km]
@134-blockSets29@-49.218000/@9-blockSets82@-49.228000 49.026 49.238
@134-blockSets29@-49.218000/@0-blockSets267@-49.229000 49.026 49.319
@0-blockSets30@-1.542000/@0-blockSets38@-1.628000 1.122 1.647
@1-blockSets30@-1.577000/@0-blockSets36@-1.582000 1.552 1.587
@3-blockSets30@-1.621000/@0-blockSets37@-1.626000 1.609 1.631
@5-blockSets30@-1.667000/@0-blockSets40@-1.672000 1.654 1.677
@7-blockSets30@-1.710000/@7-blockSets38@-1.806000 1.6985 2.048
@8-blockSets30@-1.750000/@0-blockSets43@-1.760000 1.73 2.169
@1-blockSets31@-1.587000/@3-blockSets32@-1.631000 1.57 1.6485
@2-blockSets31@-1.621000/@0-blockSets37@-1.626000 1.604 1.631
@4-blockSets31@-1.710000/@0-blockSets41@-1.715000 1.684 1.72
@6-blockSets31@-1.755000/@0-blockSets44@-1.760000 1.7425 1.765
@14-blockSets31@-4.681000/@2-blockSets49@-4.742000 4.65 4.961
@15-blockSets31@-5.183000/@0-blockSets222@-5.231000 4.932 5.651
@20-blockSets31@-7.404000/@18-blockSets27@-7.414000 7.274 7.4785
@1-blockSets32@-1.577000/@0-blockSets36@-1.582000 1.56 1.587
@4-blockSets32@-1.666000/@0-blockSets39@-1.671000 1.6485 1.676
@10-blockSets32@-3.968000/@9-blockSets29@-3.978000 3.834 4.0085
@0-blockSets33@-1.667000/@0-blockSets40@-1.672000 1.254 1.677
@2-blockSets33@-1.720000/@0-blockSets42@-1.730000 1.7035 1.7425
@3-blockSets33@-1.755000/@0-blockSets44@-1.760000 1.7375 1.765
@5-blockSets33@-1.800000/@6-blockSets32@-1.810000 1.7875 1.85
@1-blockSets34@-1.571000/@3-blockSets27@-1.581000 1.471 1.67
@1-blockSets35@-1.514000/@2-blockSets29@-1.524000 1.472 1.5515
@1-blockSets36@-1.592000/@2-blockSets32@-1.597000 1.587 1.614
@1-blockSets36@-1.592000/@2-blockSets30@-1.597000 1.587 1.609
@1-blockSets37@-1.636000/@4-blockSets30@-1.641000 1.631 1.654
@1-blockSets37@-1.636000/@3-blockSets31@-1.641000 1.631 1.684
@1-blockSets38@-1.666000/@0-blockSets39@-1.671000 1.647 1.676
@3-blockSets38@-1.710000/@0-blockSets41@-1.715000 1.698 1.72
@5-blockSets38@-1.755000/@0-blockSets45@-1.760000 1.7425 1.765
@1-blockSets39@-1.681000/@2-blockSets38@-1.686000 1.676 1.698
@1-blockSets39@-1.681000/@5-blockSets32@-1.686000 1.676 1.748
@1-blockSets40@-1.682000/@6-blockSets30@-1.687000 1.677 1.6985
@1-blockSets40@-1.682000/@1-blockSets33@-1.687000 1.677 1.7035
@1-blockSets41@-1.725000/@5-blockSets31@-1.730000 1.72 1.7425
@1-blockSets41@-1.725000/@4-blockSets38@-1.730000 1.72 1.7425
@1-blockSets42@-1.755000/@0-blockSets45@-1.760000 1.7425 1.765
@1-blockSets44@-1.770000/@4-blockSets33@-1.775000 1.765 1.7875
@1-blockSets44@-1.770000/@7-blockSets31@-1.775000 1.765 1.85
@1-blockSets45@-1.770000/@2-blockSets42@-1.775000 1.765 2.055
@1-blockSets45@-1.770000/@6-blockSets38@-1.775000 1.765 1.7905
@1-blockSets48@-4.701000/@13-blockSets29@-4.711000 4.279 5.166
@1-blockSets49@-4.558000/@13-blockSets31@-4.619000 4.531 4.65
@3-blockSets49@-5.183000/@0-blockSets221@-5.193000 4.961 5.613
@4-blockSets49@-5.231000/@0-blockSets50@-5.241000 5.207 5.661
@5-blockSets49@-5.231000/@0-blockSets50@-5.241000 5.231 5.661
@4-blockSets50@-7.032000/@18-blockSets29@-7.042000 6.951 7.316
@5-blockSets51@-12.700000/@0-blockSets52@-12.710000 12.637 12.7775
@6-blockSets51@-12.842000/@32-blockSets29@-12.852000 12.771 12.906
@1-blockSets52@-12.845000/@33-blockSets27@-12.855000 12.7775 13.243
@1-blockSets53@-13.697000/@36-blockSets27@-13.742000 13.68 13.752
@2-blockSets54@-19.326000/@50-blockSets29@-19.336000 19.321 19.721
@4-blockSets56@-24.247000/@62-blockSets29@-24.292000 24.232 24.516
@19-blockSets56@-30.412000/@0-blockSets60@-30.422000 30.402 30.506
@23-blockSets56@-31.387000/@84-blockSets29@-31.424000 31.3145 31.4425
@29-blockSets56@-33.566000/@0-blockSets69@-33.576000 33.53 33.996
@31-blockSets56@-34.161000/@2-blockSets68@-34.224000 34.057 34.259
@34-blockSets56@-35.209000/@93-blockSets29@-35.245000 35.1975 35.266
@37-blockSets56@-36.544000/@97-blockSets29@-36.584000 36.207 36.653
@39-blockSets56@-36.976000/@0-blockSets74@-36.986000 36.944 37.1905
@40-blockSets56@-37.423000/@0-blockSets77@-37.428000 37.067 37.433
@56-blockSets56@-42.805000/@114-blockSets29@-42.865000 42.7745 42.9155
@58-blockSets56@-43.607000/@0-blockSets236@-43.617000 43.517 43.6745
@64-blockSets56@-46.057000/@0-blockSets81@-46.067000 45.9345 46.487
@66-blockSets56@-46.585000/@3-blockSets78@-46.646000 46.527 46.764
@70-blockSets56@-47.032000/@128-blockSets29@-47.092000 47.002 47.122
@71-blockSets56@-47.092000/@5-blockSets78@-47.182000 47.062 47.438
@75-blockSets56@-49.052000/@0-blockSets85@-49.062000 48.677 49.482
@76-blockSets56@-49.213000/@1-blockSets87@-49.223000 49.107 49.233
@76-blockSets56@-49.213000/@0-blockSets259@-49.214000 49.107 49.304
@1-blockSets57@-24.177000/@3-blockSets56@-24.217000 24.026 24.232
@2-blockSets58@-30.786000/@21-blockSets56@-30.796000 30.7125 31.232
@1-blockSets59@-30.629000/@1-blockSets58@-30.639000 30.6105 30.7125
@1-blockSets60@-30.590000/@0-blockSets64@-30.600000 30.506 30.608
@3-blockSets60@-30.724000/@20-blockSets56@-30.758000 30.707 30.777
@5-blockSets60@-31.232000/@22-blockSets56@-31.242000 31.222 31.3145
@0-blockSets61@-30.582000/@0-blockSets59@-30.592000 30.492 30.6105
@0-blockSets62@-30.579000/@0-blockSets63@-30.584000 30.569 30.589
@2-blockSets62@-30.616000/@0-blockSets66@-30.621000 30.6075 30.626
@4-blockSets62@-30.652000/@2-blockSets60@-30.690000 30.644 30.707
@6-blockSets62@-31.294000/@83-blockSets29@-31.304000 31.284 31.396
@1-blockSets63@-30.594000/@1-blockSets62@-30.599000 30.589 30.6075
@1-blockSets63@-30.594000/@78-blockSets29@-30.599000 30.589 30.6075
@1-blockSets64@-30.616000/@0-blockSets66@-30.621000 30.608 30.626
@4-blockSets64@-31.202000/@82-blockSets29@-31.212000 31.192 31.258
@0-blockSets65@-30.616000/@0-blockSets67@-30.621000 30.606 30.626
@2-blockSets65@-30.652000/@3-blockSets64@-30.662000 30.644 31.192
@1-blockSets66@-30.631000/@3-blockSets62@-30.636000 30.626 30.644
@1-blockSets66@-30.631000/@2-blockSets64@-30.636000 30.626 30.649
@1-blockSets67@-30.631000/@1-blockSets65@-30.636000 30.626 30.644
@1-blockSets67@-30.631000/@80-blockSets29@-30.636000 30.626 30.665
@1-blockSets68@-33.937000/@30-blockSets56@-33.980000 33.756 34.057
@4-blockSets68@-34.554000/@0-blockSets70@-34.559000 34.424 34.564
@3-blockSets69@-35.176000/@33-blockSets56@-35.186000 34.856 35.1975
@1-blockSets70@-34.569000/@5-blockSets68@-34.574000 34.564 34.616
@1-blockSets70@-34.569000/@0-blockSets71@-34.574000 34.564 34.5845
@1-blockSets71@-34.595000/@32-blockSets56@-34.605000 34.5845 34.917
@1-blockSets72@-36.910000/@0-blockSets73@-36.920000 36.85 37.34
@5-blockSets72@-38.214000/@102-blockSets29@-38.224000 38.1675 38.276
@2-blockSets73@-38.111000/@4-blockSets72@-38.121000 37.77 38.1675
@1-blockSets74@-37.395000/@0-blockSets76@-37.405000 37.1905 37.825
@2-blockSets74@-37.423000/@0-blockSets77@-37.428000 37.406 37.433
@4-blockSets74@-37.517000/@101-blockSets29@-37.527000 37.48 37.846
@0-blockSets75@-37.277000/@2-blockSets72@-37.287000 37.132 37.402
@1-blockSets76@-38.226000/@43-blockSets56@-38.236000 37.825 38.295
@1-blockSets77@-37.438000/@3-blockSets74@-37.443000 37.433 37.48
@1-blockSets77@-37.438000/@41-blockSets56@-37.443000 37.433 37.497
@1-blockSets78@-46.072000/@65-blockSets56@-46.162000 45.9 46.527
@4-blockSets78@-46.882000/@69-blockSets56@-46.972000 46.764 47.002
@9-blockSets78@-49.101000/@0-blockSets87@-49.111000 48.728 49.167
@24-blockSets78@-55.097000/@8-blockSets88@-55.150000 55.082 55.2235
@25-blockSets78@-55.232000/@0-blockSets96@-55.242000 55.178 55.662
@28-blockSets78@-56.432000/@0-blockSets99@-56.442000 56.038 56.862
@29-blockSets78@-56.473000/@0-blockSets101@-56.478000 56.468 56.483
@35-blockSets78@-58.292000/@0-blockSets134@-58.297000 58.188 58.302
@38-blockSets78@-58.808000/@0-blockSets144@-58.818000 58.7815 58.8255
@39-blockSets78@-58.833000/@0-blockSets146@-58.838000 58.8205 58.843
@42-blockSets78@-58.900000/@0-blockSets148@-58.910000 58.8875 58.9195
@43-blockSets78@-58.927000/@0-blockSets149@-58.937000 58.9135 58.9715
@44-blockSets78@-58.966000/@0-blockSets153@-58.971000 58.9465 58.976
@46-blockSets78@-59.018000/@0-blockSets157@-59.028000 59.002 59.0535
@47-blockSets78@-59.080000/@0-blockSets163@-59.085000 59.048 59.09
@50-blockSets78@-59.450000/@7-blockSets143@-59.486000 59.2905 59.658
@52-blockSets78@-59.864000/@0-blockSets201@-59.874000 59.675 59.921
@53-blockSets78@-59.893000/@0-blockSets204@-59.898000 59.8785 59.903
@55-blockSets78@-59.933000/@0-blockSets210@-59.938000 59.923 59.943
@57-blockSets78@-59.975000/@0-blockSets213@-59.980000 59.964 59.985
@59-blockSets78@-60.019000/@7-blockSets193@-60.029000 60.007 60.039
@1-blockSets79@-46.047000/@0-blockSets80@-46.057000 46.0195 46.117
@2-blockSets79@-46.502000/@0-blockSets82@-46.512000 46.412 46.559
@3-blockSets79@-46.960000/@0-blockSets83@-46.970000 46.842 47.295
@2-blockSets80@-46.546000/@1-blockSets82@-46.606000 46.179 46.6395
@3-blockSets80@-46.678000/@125-blockSets29@-46.688000 46.612 46.71
@1-blockSets81@-46.716000/@67-blockSets56@-46.726000 46.487 46.819
@2-blockSets82@-46.673000/@126-blockSets29@-46.732000 46.6395 46.792
@8-blockSets82@-49.084000/@0-blockSets86@-49.094000 49.082 49.514
@6-blockSets84@-51.572000/@0-blockSets88@-51.582000 51.552 52.002
@7-blockSets84@-52.386000/@17-blockSets78@-52.396000 51.982 52.598
@4-blockSets85@-51.052000/@14-blockSets78@-51.062000 50.515 51.308
@4-blockSets86@-51.054000/@4-blockSets84@-51.064000 50.804 51.122
@9-blockSets88@-55.297000/@0-blockSets97@-55.307000 55.2235 55.727
@10-blockSets88@-55.370000/@26-blockSets78@-55.440000 55.3335 55.608
@13-blockSets88@-56.432000/@0-blockSets100@-56.442000 56.302 56.4575
@14-blockSets88@-56.478000/@0-blockSets103@-56.483000 56.455 56.488
@21-blockSets88@-58.692000/@37-blockSets78@-58.755000 58.452 58.7815
@22-blockSets88@-58.808000/@0-blockSets142@-58.818000 58.75 58.8695
@23-blockSets88@-58.833000/@0-blockSets145@-58.838000 58.8205 58.843
@26-blockSets88@-58.900000/@0-blockSets147@-58.910000 58.882 58.9165
@27-blockSets88@-58.929000/@0-blockSets151@-58.934000 58.9145 58.939
@29-blockSets88@-58.977000/@0-blockSets159@-59.055000 58.963 59.0725
@30-blockSets88@-59.006000/@0-blockSets156@-59.011000 58.9915 59.016
@32-blockSets88@-59.079000/@0-blockSets161@-59.084000 59.0525 59.089
@35-blockSets88@-59.229000/@0-blockSets166@-59.267000 59.1805 59.3585
@36-blockSets88@-59.478000/@4-blockSets166@-59.503000 59.312 59.687
@38-blockSets88@-59.854000/@0-blockSets199@-59.859000 59.742 59.864
@41-blockSets88@-59.933000/@0-blockSets210@-59.938000 59.918 59.943
@44-blockSets88@-60.009000/@4-blockSets194@-60.019000 59.996 60.029
@2-blockSets89@-55.221000/@0-blockSets95@-55.226000 55.154 55.231
@5-blockSets89@-55.904000/@0-blockSets98@-55.909000 55.891 55.914
@11-blockSets89@-58.098000/@0-blockSets132@-58.103000 58.041 58.108
@14-blockSets89@-58.693000/@0-blockSets135@-58.703000 58.471 58.7125
@15-blockSets89@-58.745000/@0-blockSets140@-58.750000 58.719 58.755
@18-blockSets89@-58.833000/@0-blockSets146@-58.838000 58.8105 58.843
@20-blockSets89@-58.865000/@25-blockSets88@-58.875000 58.859 58.882
@0-blockSets90@-55.052000/@0-blockSets93@-55.125000 55.042 55.1585
@1-blockSets90@-55.077000/@1-blockSets89@-55.087000 55.0695 55.154
@2-blockSets90@-55.087000/@0-blockSets91@-55.097000 55.082 55.1835
@9-blockSets91@-58.694000/@0-blockSets136@-58.704000 58.527 58.738
@10-blockSets91@-58.722000/@0-blockSets139@-58.727000 58.708 58.732
@13-blockSets91@-58.865000/@41-blockSets78@-58.875000 58.8265 58.8875
@1-blockSets92@-55.853000/@4-blockSets89@-55.863000 55.511 55.891
@1-blockSets93@-55.192000/@0-blockSets94@-55.202000 55.1585 55.622
@2-blockSets93@-55.221000/@0-blockSets95@-55.226000 55.2065 55.231
@4-blockSets93@-55.260000/@1-blockSets91@-55.270000 55.2505 55.517
@1-blockSets95@-55.236000/@3-blockSets89@-55.241000 55.231 55.461
@1-blockSets95@-55.236000/@3-blockSets93@-55.241000 55.231 55.2505
@1-blockSets96@-55.850000/@27-blockSets78@-55.897000 55.662 56.038
@2-blockSets96@-55.904000/@0-blockSets98@-55.909000 55.877 55.914
@4-blockSets96@-55.958000/@3-blockSets91@-55.968000 55.941 56.377
@1-blockSets97@-55.862000/@12-blockSets88@-55.872000 55.727 56.302
@1-blockSets98@-55.919000/@3-blockSets96@-55.924000 55.914 55.941
@1-blockSets98@-55.919000/@6-blockSets89@-55.924000 55.914 56.321
@2-blockSets99@-57.524000/@1-blockSets105@-57.583000 57.292 57.649
@4-blockSets99@-58.039000/@0-blockSets131@-58.079000 57.722 58.115
@5-blockSets99@-58.098000/@0-blockSets132@-58.103000 58.0685 58.108
@7-blockSets99@-58.135000/@8-blockSets91@-58.145000 58.1265 58.527
@1-blockSets100@-56.473000/@0-blockSets101@-56.478000 56.4575 56.483
@3-blockSets100@-56.789000/@0-blockSets105@-56.799000 56.641 57.219
@4-blockSets100@-56.987000/@0-blockSets106@-56.997000 56.862 57.0375
@5-blockSets100@-57.038000/@0-blockSets109@-57.043000 57.0125 57.048
@7-blockSets100@-57.065000/@0-blockSets110@-57.075000 57.0615 57.0785
@9-blockSets100@-57.435000/@0-blockSets126@-57.445000 57.4285 57.5625
@10-blockSets100@-57.476000/@0-blockSets129@-57.481000 57.4555 57.486
@13-blockSets100@-57.762000/@0-blockSets130@-57.767000 57.722 57.772
@17-blockSets100@-58.225000/@0-blockSets133@-58.265000 58.152 58.685
@18-blockSets100@-58.292000/@0-blockSets134@-58.297000 58.2585 58.302
@20-blockSets100@-58.333000/@20-blockSets88@-58.343000 58.3225 58.452
@1-blockSets101@-56.488000/@30-blockSets78@-56.493000 56.483 56.516
@1-blockSets101@-56.488000/@2-blockSets100@-56.493000 56.483 56.641
@2-blockSets102@-56.529000/@31-blockSets78@-56.539000 56.5135 56.898
@1-blockSets103@-56.493000/@1-blockSets102@-56.498000 56.488 56.5135
@1-blockSets103@-56.493000/@15-blockSets88@-56.498000 56.488 56.538
@0-blockSets104@-56.998000/@0-blockSets107@-57.008000 56.71 57.023
@2-blockSets104@-57.229000/@0-blockSets122@-57.234000 57.2245 57.239
@4-blockSets104@-57.293000/@0-blockSets124@-57.303000 57.271 57.44
@12-blockSets104@-57.762000/@0-blockSets130@-57.767000 57.749 57.772
@15-blockSets104@-58.099000/@16-blockSets100@-58.152000 58 58.152
@15-blockSets104@-58.099000/@17-blockSets100@-58.152000 58 58.2585
@2-blockSets105@-57.668000/@3-blockSets99@-57.714000 57.649 57.722
@3-blockSets105@-58.039000/@0-blockSets131@-58.079000 57.8535 58.115
@4-blockSets105@-58.142000/@13-blockSets89@-58.220000 58.079 58.471
@5-blockSets105@-58.222000/@0-blockSets133@-58.265000 58.182 58.685
@5-blockSets105@-58.222000/@2-blockSets131@-58.262000 58.182 58.499
@1-blockSets106@-57.078000/@0-blockSets113@-57.083000 57.0375 57.088
@3-blockSets106@-57.108000/@0-blockSets114@-57.118000 57.103 57.285
@4-blockSets106@-57.134000/@0-blockSets115@-57.144000 57.121 57.3295
@5-blockSets106@-57.161000/@0-blockSets117@-57.171000 57.1475 57.3235
@6-blockSets106@-57.412000/@8-blockSets100@-57.422000 57.2865 57.4285
@1-blockSets107@-57.038000/@0-blockSets109@-57.043000 57.023 57.048
@3-blockSets107@-57.078000/@0-blockSets113@-57.083000 57.068 57.088
@1-blockSets108@-57.304000/@0-blockSets125@-57.309000 57.2725 57.314
@3-blockSets108@-57.603000/@7-blockSets104@-57.613000 57.458 57.627
@1-blockSets109@-57.053000/@6-blockSets100@-57.058000 57.048 57.0615
@1-blockSets109@-57.053000/@2-blockSets107@-57.058000 57.048 57.068
@1-blockSets110@-57.082000/@0-blockSets112@-57.092000 57.0785 57.1405
@2-blockSets110@-57.156000/@0-blockSets116@-57.166000 57.119 57.308
@3-blockSets110@-57.188000/@0-blockSets118@-57.198000 57.172 57.211
@4-blockSets110@-57.215000/@0-blockSets120@-57.225000 57.2015 57.4345
@7-blockSets110@-57.697000/@10-blockSets104@-57.707000 57.6755 57.7215
@0-blockSets111@-57.210000/@1-blockSets104@-57.220000 57.069 57.2245
@1-blockSets112@-57.189000/@0-blockSets119@-57.199000 57.1405 57.367
@2-blockSets112@-57.229000/@0-blockSets122@-57.234000 57.209 57.239
@4-blockSets112@-57.304000/@0-blockSets125@-57.309000 57.2765 57.314
@7-blockSets112@-57.631000/@8-blockSets104@-57.641000 57.512 57.6575
@1-blockSets113@-57.093000/@2-blockSets106@-57.098000 57.088 57.103
@1-blockSets114@-57.452000/@0-blockSets127@-57.457000 57.285 57.462
@4-blockSets114@-57.759000/@15-blockSets100@-57.792000 57.754 57.972
@5-blockSets114@-57.782000/@14-blockSets104@-57.792000 57.7705 58
@2-blockSets115@-57.533000/@12-blockSets100@-57.543000 57.524 57.722
@1-blockSets117@-57.476000/@0-blockSets129@-57.481000 57.3235 57.486
@4-blockSets117@-57.726000/@11-blockSets104@-57.736000 57.708 57.749
@1-blockSets118@-57.224000/@0-blockSets121@-57.234000 57.211 57.381
@2-blockSets118@-57.252000/@0-blockSets123@-57.262000 57.238 57.4125
@5-blockSets118@-57.605000/@5-blockSets110@-57.615000 57.589 57.6345
@1-blockSets119@-57.535000/@5-blockSets104@-57.545000 57.367 57.57
@1-blockSets120@-57.644000/@6-blockSets110@-57.654000 57.4345 57.6755
@1-blockSets121@-57.528000/@3-blockSets118@-57.538000 57.381 57.5555
@1-blockSets122@-57.244000/@3-blockSets104@-57.249000 57.239 57.271
@1-blockSets122@-57.244000/@3-blockSets112@-57.249000 57.239 57.2765
@1-blockSets123@-57.563000/@4-blockSets118@-57.573000 57.4125 57.589
@1-blockSets124@-57.577000/@6-blockSets104@-57.587000 57.44 57.6
@1-blockSets125@-57.319000/@5-blockSets112@-57.324000 57.314 57.336
@1-blockSets125@-57.319000/@2-blockSets108@-57.324000 57.314 57.458
@1-blockSets126@-57.680000/@3-blockSets117@-57.690000 57.5625 57.708
@1-blockSets127@-57.467000/@0-blockSets128@-57.472000 57.462 57.4885
@1-blockSets127@-57.467000/@2-blockSets114@-57.472000 57.462 57.538
@1-blockSets128@-57.505000/@1-blockSets115@-57.515000 57.4885 57.524
@1-blockSets129@-57.491000/@11-blockSets100@-57.496000 57.486 57.5195
@1-blockSets129@-57.491000/@2-blockSets117@-57.496000 57.486 57.591
@1-blockSets130@-57.777000/@13-blockSets104@-57.782000 57.772 57.787
@1-blockSets130@-57.777000/@14-blockSets100@-57.782000 57.772 57.787
@3-blockSets131@-58.745000/@0-blockSets140@-58.750000 58.499 58.755
@5-blockSets131@-58.778000/@12-blockSets91@-58.788000 58.7715 58.8265
@1-blockSets132@-58.113000/@6-blockSets99@-58.118000 58.108 58.1265
@1-blockSets132@-58.113000/@12-blockSets89@-58.118000 58.108 58.169
@1-blockSets133@-58.778000/@17-blockSets89@-58.788000 58.685 58.8105
@1-blockSets134@-58.307000/@19-blockSets100@-58.312000 58.302 58.3225
@1-blockSets134@-58.307000/@36-blockSets78@-58.312000 58.302 58.322
@1-blockSets135@-58.722000/@0-blockSets139@-58.727000 58.7125 58.732
@3-blockSets135@-58.771000/@0-blockSets143@-58.808000 58.7565 58.8955
@4-blockSets135@-58.966000/@0-blockSets153@-58.971000 58.8685 58.976
@6-blockSets135@-59.010000/@0-blockSets155@-59.020000 58.998 59.0495
@7-blockSets135@-59.079000/@0-blockSets161@-59.084000 59.0445 59.089
@10-blockSets135@-59.216000/@0-blockSets166@-59.267000 59.173 59.3585
@11-blockSets135@-59.450000/@0-blockSets180@-59.460000 59.333 59.469
@12-blockSets135@-59.468000/@0-blockSets181@-59.473000 59.459 59.478
@14-blockSets135@-59.493000/@37-blockSets88@-59.503000 59.4905 59.742
@1-blockSets136@-58.772000/@0-blockSets143@-58.808000 58.738 58.8955
@4-blockSets136@-59.090000/@5-blockSets143@-59.131000 59.069 59.228
@5-blockSets136@-59.121000/@49-blockSets78@-59.131000 59.1055 59.2905
@1-blockSets137@-58.995000/@2-blockSets136@-59.005000 58.9805 59.0265
@0-blockSets138@-58.956000/@0-blockSets137@-58.966000 58.723 58.9805
@1-blockSets139@-58.737000/@2-blockSets135@-58.742000 58.732 58.7565
@1-blockSets139@-58.737000/@11-blockSets91@-58.742000 58.732 58.765
@1-blockSets140@-58.760000/@4-blockSets131@-58.765000 58.755 58.7715
@1-blockSets140@-58.760000/@16-blockSets89@-58.765000 58.755 58.7765
@1-blockSets141@-59.123000/@8-blockSets148@-59.163000 59.109 59.1755
@3-blockSets141@-59.183000/@0-blockSets165@-59.224000 59.173 59.297
@4-blockSets141@-59.380000/@0-blockSets176@-59.390000 59.221 59.398
@5-blockSets141@-59.406000/@0-blockSets179@-59.411000 59.393 59.416
@9-blockSets141@-59.767000/@0-blockSets189@-59.772000 59.7565 59.777
@11-blockSets141@-59.809000/@0-blockSets191@-59.819000 59.798 59.8265
@12-blockSets141@-59.834000/@0-blockSets196@-59.839000 59.8215 59.844
@14-blockSets141@-59.919000/@0-blockSets207@-59.929000 59.8865 60.112
@15-blockSets141@-59.975000/@0-blockSets216@-59.980000 59.947 59.985
@17-blockSets141@-60.015000/@15-blockSets155@-60.025000 60.005 60.035
@1-blockSets142@-58.921000/@4-blockSets147@-58.973000 58.8695 58.984
@3-blockSets142@-59.085000/@0-blockSets141@-59.095000 59.0515 59.109
@1-blockSets143@-58.983000/@3-blockSets136@-59.048000 58.8955 59.069
@2-blockSets143@-59.018000/@0-blockSets158@-59.028000 59.0005 59.0535
@3-blockSets143@-59.080000/@0-blockSets163@-59.085000 59.049 59.09
@6-blockSets143@-59.450000/@51-blockSets78@-59.486000 59.228 59.675
@8-blockSets143@-59.823000/@0-blockSets194@-59.833000 59.658 59.863
@9-blockSets143@-59.854000/@0-blockSets199@-59.859000 59.8385 59.864
@11-blockSets143@-59.893000/@0-blockSets205@-59.898000 59.8835 59.903
@13-blockSets143@-59.934000/@0-blockSets211@-59.939000 59.9235 59.944
@15-blockSets143@-59.975000/@0-blockSets215@-59.980000 59.9645 59.985
@18-blockSets143@-60.276000/@4-blockSets202@-60.286000 60.088 60.296
@1-blockSets144@-58.833000/@0-blockSets145@-58.838000 58.8255 58.843
@3-blockSets144@-58.923000/@0-blockSets150@-58.928000 58.888 58.933
@5-blockSets144@-58.965000/@0-blockSets152@-58.970000 58.954 58.975
@7-blockSets144@-59.001000/@0-blockSets159@-59.055000 58.993 59.0725
@9-blockSets144@-59.090000/@8-blockSets147@-59.129000 59.089 59.1525
@10-blockSets144@-59.176000/@0-blockSets164@-59.215000 59.133 59.2905
@11-blockSets144@-59.341000/@0-blockSets168@-59.351000 59.238 59.3935
@12-blockSets144@-59.366000/@0-blockSets171@-59.371000 59.3535 59.376
@15-blockSets144@-59.683000/@0-blockSets184@-59.688000 59.668 59.693
@17-blockSets144@-59.727000/@0-blockSets187@-59.737000 59.715 59.7475
@18-blockSets144@-59.758000/@0-blockSets188@-59.763000 59.7425 59.768
@20-blockSets144@-59.794000/@0-blockSets190@-59.799000 59.786 59.804
@22-blockSets144@-59.853000/@0-blockSets198@-59.858000 59.8335 59.863
@24-blockSets144@-59.893000/@0-blockSets203@-59.898000 59.883 59.903
@26-blockSets144@-59.933000/@0-blockSets209@-59.938000 59.923 59.943
@28-blockSets144@-59.973000/@43-blockSets88@-59.983000 59.963 59.996
@1-blockSets145@-58.848000/@24-blockSets88@-58.853000 58.843 58.864
@1-blockSets145@-58.848000/@2-blockSets144@-58.853000 58.843 58.888
@1-blockSets146@-58.848000/@19-blockSets89@-58.853000 58.843 58.859
@1-blockSets146@-58.848000/@40-blockSets78@-58.853000 58.843 58.864
@1-blockSets147@-58.923000/@0-blockSets150@-58.928000 58.9165 58.933
@4-blockSets147@-58.973000/@2-blockSets142@-59.018000 58.972 59.0515
@5-blockSets147@-58.995000/@0-blockSets154@-59.000000 58.984 59.005
@7-blockSets147@-59.051000/@9-blockSets144@-59.090000 59.033 59.133
@9-blockSets147@-59.176000/@0-blockSets164@-59.215000 59.1525 59.2905
@10-blockSets147@-59.376000/@0-blockSets174@-59.386000 59.33 59.394
@11-blockSets147@-59.402000/@0-blockSets177@-59.407000 59.389 59.412
@14-blockSets147@-59.615000/@5-blockSets164@-59.652000 59.5305 59.652
@14-blockSets147@-59.615000/@6-blockSets164@-59.652000 59.5305 59.6675
@16-blockSets147@-59.717000/@0-blockSets186@-59.722000 59.703 59.727
@18-blockSets147@-59.758000/@0-blockSets188@-59.763000 59.7475 59.768
@22-blockSets147@-59.904000/@0-blockSets206@-59.914000 59.883 59.9445
@23-blockSets147@-59.934000/@0-blockSets212@-59.939000 59.919 59.944
@25-blockSets147@-59.975000/@0-blockSets214@-59.980000 59.9645 59.985
@27-blockSets147@-60.019000/@13-blockSets166@-60.029000 60.007 60.039
@1-blockSets148@-58.929000/@0-blockSets151@-58.934000 58.9195 58.939
@3-blockSets148@-58.965000/@0-blockSets152@-58.970000 58.957 58.975
@5-blockSets148@-58.995000/@0-blockSets154@-59.000000 58.99 59.005
@7-blockSets148@-59.123000/@2-blockSets141@-59.163000 59.069 59.173
@9-blockSets148@-59.188000/@0-blockSets165@-59.224000 59.1755 59.297
@10-blockSets148@-59.345000/@0-blockSets170@-59.355000 59.33 59.3985
@11-blockSets148@-59.370000/@0-blockSets173@-59.375000 59.3575 59.38
@14-blockSets148@-59.663000/@0-blockSets183@-59.673000 59.5395 59.7565
@15-blockSets148@-59.690000/@0-blockSets185@-59.695000 59.6765 59.7
@17-blockSets148@-59.736000/@8-blockSets141@-59.746000 59.723 59.7565
@1-blockSets149@-59.006000/@0-blockSets156@-59.011000 58.9715 59.016
@3-blockSets149@-59.079000/@0-blockSets160@-59.084000 59.0525 59.089
@6-blockSets149@-59.229000/@0-blockSets167@-59.269000 59.182 59.3175
@7-blockSets149@-59.341000/@0-blockSets169@-59.351000 59.2875 59.3935
@8-blockSets149@-59.366000/@0-blockSets172@-59.371000 59.357 59.376
@11-blockSets149@-59.628000/@6-blockSets167@-59.670000 59.52 59.689
@12-blockSets149@-59.628000/@6-blockSets167@-59.670000 59.628 59.689
@13-blockSets149@-59.717000/@0-blockSets186@-59.722000 59.6725 59.727
